户型,楼层,面积,装修情况,价格,小区,区域,房屋朝向,配置电梯,挂牌时间,房屋用途
2室1厅,低楼层/共18层,63.65平米,平层/毛坯,465.0,秀水园,朝阳,东南,有,2021年08月25日 ,普通住宅 
2室1厅,高楼层/共23层,93.69平米,平层/精装,478.0,东一时区,朝阳,南东北,有,2021年08月25日 ,普通住宅 
2室1厅,低楼层/共13层,58.75平米,平层/简装,455.0,安慧北里小区,朝阳,东南,有,2021年08月25日 ,普通住宅 
2室1厅,顶层/共6层,69.13平米,平层/简装,323.0,电建南院,朝阳,南北,无,2021年08月24日 ,普通住宅 
2室1厅,顶层/共6层,59.43平米,平层/精装,469.0,华严北里4号院,朝阳,南,无,2021年08月24日 ,普通住宅 
2室1厅,中楼层/共6层,59.64平米,平层/精装,540.0,芍药居14号院,朝阳,南北,无,2021年08月23日 ,普通住宅 
2室1厅,低楼层/共21层,99.94平米,平层/简装,613.0,朝阳无限,朝阳,东南北,有,2021年08月23日 ,普通住宅 
2室1厅,中楼层/共6层,53.59平米,平层/简装,323.0,十里堡东里,朝阳,南北,无,2021年08月23日 ,普通住宅 
2室2厅,高楼层/共22层,104.35平米,平层/精装,535.0,富力又一城B区,朝阳,东,有,2021年08月23日 ,普通住宅 
2室1厅,中楼层/共28层,91.88平米,平层/精装,560.0,北京新天地四期,朝阳,南,有,2021年08月23日 ,普通住宅 
2室1厅,低楼层/共28层,96.21平米,平层/简装,565.0,北京新天地一期,朝阳,南,有,2021年08月23日 ,普通住宅 
2室1厅,中楼层/共4层,68.01平米,平层/精装,565.0,北沙滩1号院,朝阳,南北,无,2021年08月22日 ,普通住宅 
2室1厅,中楼层/共5层,57.05平米,平层/简装,300.0,民航医院宿舍,朝阳,南北,无,2021年08月21日 ,普通住宅 
2室1厅,中楼层/共16层,68.9平米,平层/简装,550.0,呼家楼北街,朝阳,南北,有,2021年08月21日 ,普通住宅 
2室1厅,中楼层/共29层,101.15平米,平层/精装,938.0,北纬40度一期,朝阳,南北,有,2021年08月21日 ,普通住宅 
2室1厅,高楼层/共6层,61.25平米,平层/精装,260.0,北平里,朝阳,南北,无,2021年08月20日 ,普通住宅 
2室1厅,中楼层/共18层,98.98平米,平层/简装,652.0,潘家园东里,朝阳,南西,有,2021年08月20日 ,普通住宅 
2室1厅,高楼层/共18层,106.3平米,平层/精装,850.0,爱这城一期,朝阳,西北,有,2021年08月19日 ,普通住宅 
2室1厅,高楼层/共6层,52.36平米,平层/毛坯,305.0,甜水园街,朝阳,南,无,2021年08月18日 ,普通住宅 
2室1厅,低楼层/共6层,54.64平米,平层/简装,316.0,酒仙桥三街坊,朝阳,南,无,2021年08月17日 ,普通住宅 
2室1厅,顶层/共6层,53.21平米,平层/精装,322.0,芳园里,朝阳,西南东北,无,2021年08月17日 ,普通住宅 
2室1厅,顶层/共28层,67平米,平层/简装,570.0,大西洋新城C区,朝阳,西南,有,2021年08月15日 ,普通住宅 
2室1厅,高楼层/共6层,57.74平米,平层/简装,323.0,芳园南里,朝阳,南北,无,2021年08月15日 ,普通住宅 
2室1厅,中楼层/共5层,52.07平米,平层/精装,269.0,八里庄东里,朝阳,南,无,2021年08月14日 ,普通住宅 
2室1厅,中楼层/共9层,107.12平米,平层/精装,915.0,润枫水尚西区,朝阳,南北,有,2021年08月13日 ,普通住宅 
2室1厅,低楼层/共28层,98.14平米,平层/精装,565.0,北京新天地二期,朝阳,南北,有,2021年08月13日 ,普通住宅 
2室1厅,中楼层/共5层,57.15平米,平层/精装,325.0,八里庄东里,朝阳,南北,无,2021年08月11日 ,普通住宅 
2室1厅,低楼层/共16层,62.89平米,平层/简装,460.0,新源街,朝阳,西南,有,2021年08月10日 ,普通住宅 
2室1厅,中楼层/共9层,90.91平米,平层/精装,666.0,壹线国际,朝阳,南北,有,2021年08月09日 ,普通住宅 
2室1厅,中楼层/共28层,98.28平米,平层/精装,680.0,华腾园,朝阳,东南,有,2021年08月09日 ,普通住宅 
2室1厅,顶层/共6层,60.1平米,平层/精装,339.0,华威北里,朝阳,南北,无,2021年08月09日 ,普通住宅 
2室2厅,高楼层/共7层,94.42平米,平层/精装,619.0,柏林爱乐二期,朝阳,南北,有,2021年08月08日 ,普通住宅 
2室1厅,低楼层/共18层,96.52平米,平层/精装,890.0,亚奥金茂悦,朝阳,南西,有,2021年08月07日 ,普通住宅 
2室1厅,高楼层/共29层,100.68平米,平层/精装,935.0,北纬40度一期,朝阳,南北,有,2021年08月06日 ,普通住宅 
2室1厅,中楼层/共28层,67平米,平层/简装,565.0,大西洋新城C区,朝阳,西,有,2021年08月06日 ,普通住宅 
2室1厅,低楼层/共18层,61.25平米,平层/简装,530.0,和平街十五区,朝阳,南,有,2021年08月04日 ,普通住宅 
2室2厅,中楼层/共25层,98.43平米,平层/精装,910.0,北纬40度二期,朝阳,南北,有,2021年08月04日 ,普通住宅 
2室1厅,中楼层/共18层,109.84平米,平层/其他,800.0,北京香颂,朝阳,西北,有,2021年08月03日 ,普通住宅 
2室1厅,高楼层/共28层,104.8平米,平层/精装,988.0,澳洲康都,朝阳,南,有,2021年08月01日 ,普通住宅 
2室1厅,底层/共6层,61.39平米,平层/简装,570.0,华严北里4号院,朝阳,南北,无,2021年08月01日 ,普通住宅 
2室1厅,底层/共12层,92.68平米,平层/精装,798.0,金泰先锋北区,朝阳,南北,有,2021年07月30日 ,普通住宅 
2室1厅,底层/共7层,95.44平米,平层/精装,578.0,兴隆家园,朝阳,东西,无,2021年07月30日 ,普通住宅 
2室1厅,高楼层/共6层,58.44平米,平层/精装,476.0,惠新里小区,朝阳,南北,无,2021年07月29日 ,普通住宅 
2室1厅,高楼层/共23层,103.5平米,平层/精装,629.0,北苑家园望春园,朝阳,西,有,2021年07月28日 ,普通住宅 
2室1厅,顶层/共6层,56.21平米,平层/毛坯,280.0,八里庄东里,朝阳,南北,无,2021年07月24日 ,普通住宅 
2室1厅,中楼层/共6层,56.85平米,平层/精装,560.0,向军北里,朝阳,南北,无,2021年07月23日 ,普通住宅 
2室2厅,中楼层/共27层,96.24平米,平层/精装,870.0,华贸城,朝阳,东南,有,2021年07月23日 ,普通住宅 
2室1厅,中楼层/共29层,98.11平米,平层/精装,869.0,北纬40度二期,朝阳,东南北,有,2021年07月23日 ,普通住宅 
2室1厅,低楼层/共30层,97.35平米,平层/简装,579.0,都会华庭,朝阳,南,有,2021年07月22日 ,普通住宅 
2室1厅,低楼层/共28层,68.51平米,平层/简装,468.0,易构空间,朝阳,东北,有,2021年07月21日 ,普通住宅 
2室1厅,底层/共16层,109.15平米,平层/简装,536.0,华龙美树,朝阳,南北,有,2021年07月20日 ,普通住宅 
2室1厅,中楼层/共27层,98.43平米,平层/精装,675.0,国美第一城2号院,朝阳,南西,有,2021年07月20日 ,普通住宅 
2室1厅,顶层/共6层,57.27平米,平层/精装,460.0,安华西里社区,朝阳,南北,无,2021年07月16日 ,普通住宅 
2室1厅,中楼层/共6层,56.88平米,平层/简装,200.0,南平里,朝阳,北南,无,2021年07月15日 ,普通住宅 
2室1厅,中楼层/共6层,61.21平米,平层/简装,290.0,管庄东里,朝阳,南北,无,2021年07月15日 ,普通住宅 
2室1厅,中楼层/共6层,53.21平米,平层/精装,265.0,定福庄北里2号院,朝阳,南,无,2021年07月14日 ,普通住宅 
2室1厅,中楼层/共5层,56.32平米,平层/精装,255.0,管庄北一里,朝阳,南北,无,2021年07月12日 ,普通住宅 
2室1厅,顶层/共6层,67.06平米,平层/简装,698.0,建研院,朝阳,南北,无,2021年07月12日 ,普通住宅 
2室1厅,中楼层/共6层,57.31平米,平层/简装,255.0,定福庄西里2号院,朝阳,南北东西,无,2021年07月11日 ,普通住宅 
2室1厅,中楼层/共28层,98.14平米,平层/精装,620.0,国美第一城3号院,朝阳,南北,有,2021年07月10日 ,普通住宅 
2室1厅,中楼层/共13层,68.42平米,平层/毛坯,585.0,白家庄北里,朝阳,东西,有,2021年07月05日 ,普通住宅 
2室1厅,顶层/共5层,54.49平米,平层/精装,299.0,酒仙桥十一街坊,朝阳,南北,无,2021年07月05日 ,普通住宅 
2室1厅,中楼层/共6层,60.48平米,平层/精装,242.0,东平里,朝阳,南北,无,2021年07月05日 ,普通住宅 
2室1厅,低楼层/共6层,53.97平米,平层/精装,330.0,华威西里,朝阳,东南,无,2021年07月04日 ,普通住宅 
2室1厅,高楼层/共6层,57.23平米,平层/精装,335.0,红庙北里,朝阳,东西,无,2021年07月03日 ,普通住宅 
2室1厅,低楼层/共18层,65.09平米,平层/精装,630.0,裕民东里,朝阳,东南,有,2021年06月27日 ,普通住宅 
2室1厅,高楼层/共6层,56.96平米,平层/简装,330.0,芳园里,朝阳,东南,无,2021年06月24日 ,普通住宅 
2室1厅,低楼层/共28层,103.69平米,平层/精装,770.0,易构空间,朝阳,西南,有,2021年06月19日 ,普通住宅 
2室1厅,低楼层/共6层,56.35平米,平层/精装,345.0,甘露园南里,朝阳,南北,无,2021年06月18日 ,普通住宅 
2室1厅,中楼层/共9层,101.72平米,平层/精装,728.0,小关东街,朝阳,南北,有,2021年06月17日 ,普通住宅 
2室1厅,顶层/共6层,63.28平米,平层/精装,494.0,华严北里4号院,朝阳,南北,无,2021年06月12日 ,普通住宅 
2室1厅,低楼层/共18层,91.28平米,平层/其他,899.0,首城国际A区,朝阳,东西北,有,2021年06月11日 ,普通住宅 
2室1厅,高楼层/共22层,102.17平米,平层/毛坯,710.0,望京西园三区,朝阳,西南,有,2021年06月07日 ,普通住宅 
2室1厅,顶层/共14层,58平米,平层/精装,520.0,东大桥路,朝阳,南,有,2021年06月06日 ,普通住宅 
2室1厅,高楼层/共6层,57.03平米,平层/简装,309.0,酒仙桥五街坊,朝阳,北南,无,2021年06月04日 ,普通住宅 
2室1厅,低楼层/共6层,55.49平米,平层/其他,460.0,团结湖中路南一条,朝阳,南,无,2021年05月30日 ,普通住宅 
2室1厅,底层/共7层,55.89平米,平层/简装,328.0,高家园五区,朝阳,东,无,2021年05月29日 ,普通住宅 
2室1厅,低楼层/共16层,101.83平米,平层/其他,585.0,百子湾家园三区,朝阳,南,有,2021年05月24日 ,普通住宅 
2室2厅,中楼层/共25层,90.46平米,平层/精装,1056.0,富力城C区,朝阳,东北,有,2021年05月19日 ,普通住宅 
2室1厅,高楼层/共6层,53.35平米,平层/简装,458.0,安贞里,朝阳,南北,无,2021年05月17日 ,普通住宅 
2室1厅,中楼层/共27层,108.46平米,平层/精装,1020.0,苹果社区南区,朝阳,南,有,2021年05月15日 ,普通住宅 
2室1厅,高楼层/共14层,103.65平米,平层/精装,1160.0,大西洋新城F区,朝阳,东,有,2021年05月13日 ,普通住宅 
2室2厅,底层/共7层,94.4平米,平层/精装,700.0,山水蓝维,朝阳,南北,有,2021年05月12日 ,普通住宅 
2室1厅,底层/共6层,56.12平米,平层/简装,290.0,八里庄东里,朝阳,南北,无,2021年05月12日 ,普通住宅 
2室1厅,高楼层/共6层,52.82平米,平层/简装,322.0,劲松七区,朝阳,南,无,2021年05月09日 ,普通住宅 
2室2厅,低楼层/共32层,108.54平米,平层/简装,648.8,天居园,朝阳,西南北,有,2021年05月08日 ,普通住宅 
2室1厅,顶层/共6层,65.28平米,平层/简装,595.0,农丰里,朝阳,南北,无,2021年05月05日 ,普通住宅 
2室1厅,底层/共18层,64.51平米,平层/简装,305.0,定福庄西街,朝阳,南,有,2021年04月30日 ,普通住宅 
2室1厅,中楼层/共6层,61.25平米,平层/简装,298.0,定福庄北里2号院,朝阳,南北,无,2021年04月30日 ,普通住宅 
2室1厅,中楼层/共26层,97.69平米,平层/精装,1350.0,火星园,朝阳,南,有,2021年04月29日 ,普通住宅 
2室1厅,中楼层/共6层,56.95平米,平层/简装,196.0,南平里,朝阳,南,无,2021年04月22日 ,普通住宅 
2室1厅,中楼层/共6层,53.21平米,平层/简装,255.0,红松园1号院,朝阳,南,无,2021年04月21日 ,普通住宅 
2室1厅,中楼层/共6层,92.02平米,平层/精装,465.0,双惠小区,朝阳,南北,无,2021年04月16日 ,普通住宅 
2室1厅,顶层/共6层,53.89平米,平层/精装,299.0,大山子南里,朝阳,南北,无,2021年03月31日 ,普通住宅 
2室1厅,中楼层/共6层,59.2平米,平层/简装,222.0,701宿舍,朝阳,东南西,无,2021年03月30日 ,普通住宅 
2室1厅,顶层/共18层,107.9平米,平层/精装,611.0,兴隆家园,朝阳,东西,有,2021年03月25日 ,普通住宅 
2室1厅,顶层/共6层,55.45平米,平层/精装,253.0,双柳巷,朝阳,南,无,2021年03月17日 ,普通住宅 
2室1厅,低楼层/共22层,96.06平米,平层/精装,815.0,苹果社区南区,朝阳,南,有,2021年03月16日 ,普通住宅 
2室0厅,高楼层/共6层,51.75平米,平层/简装,181.0,南平里,朝阳,东北,无,2021年03月15日 ,普通住宅 
2室1厅,低楼层/共9层,102.88平米,平层/简装,705.0,美景东方,朝阳,东南,有,2021年03月12日 ,普通住宅 
2室1厅,中楼层/共5层,53.5平米,平层/简装,349.0,白家庄东里,朝阳,南,无,2021年03月10日 ,普通住宅 
2室1厅,中楼层/共6层,57平米,平层/精装,470.0,小关北里,朝阳,南北,无,2021年03月02日 ,普通住宅 
2室2厅,高楼层/共15层,105.88平米,平层/精装,550.0,立城苑,朝阳,东南,有,2021年02月27日 ,普通住宅 
2室1厅,底层/共18层,102.71平米,平层/简装,500.0,广馨居,朝阳,北,有,2021年02月18日 ,普通住宅 
2室1厅,高楼层/共6层,58.33平米,平层/精装,189.0,东平里,朝阳,东西北,无,2021年01月21日 ,普通住宅 
2室1厅,低楼层/共12层,68.21平米,平层/精装,465.0,秀水园,朝阳,东西,有,2020年12月25日 ,普通住宅 
2室1厅,低楼层/共6层,54.31平米,平层/简装,307.0,酒仙桥五街坊,朝阳,南北,无,2020年12月01日 ,普通住宅 
2室1厅,低楼层/共26层,97.96平米,平层/精装,755.0,芍药居北里,朝阳,西,有,2020年11月02日 ,普通住宅 
2室1厅,中楼层/共5层,59.6平米,平层/其他,199.0,南平里,朝阳,南北,无,2020年09月26日 ,普通住宅 
2室2厅,低楼层/共21层,101.89平米,平层/简装,650.0,世纪东方城,朝阳,南,有,2020年09月21日 ,普通住宅 
2室1厅,低楼层/共6层,57.25平米,平层/简装,210.0,南平里,朝阳,南北,无,2020年09月09日 ,普通住宅 
2室1厅,中楼层/共18层,107.39平米,平层/精装,569.0,沿海赛洛城一期,朝阳,西北,有,2020年09月03日 ,普通住宅 
2室1厅,中楼层/共6层,59.02平米,平层/其他,228.0,南平里,朝阳,南北,无,2020年08月07日 ,普通住宅 
2室1厅,低楼层/共14层,107.91平米,平层/精装,1200.0,富力城D区,朝阳,南,有,2020年06月21日 ,普通住宅 
2室2厅,顶层/共8层,105.78平米,平层/精装,808.0,京达国际公寓,朝阳,东西,有,2020年05月17日 ,普通住宅 
2室1厅,低楼层/共23层,107.68平米,平层/简装,680.0,国际港,朝阳,东,有,2020年04月10日 ,普通住宅 
2室1厅,中楼层/共17层,63.84平米,平层/简装,499.0,安贞里,朝阳,东北,有,2019年12月21日 ,普通住宅 
2室1厅,中楼层/共16层,57.17平米,平层/精装,490.0,樱花园,朝阳,东南,有,2019年11月05日 ,普通住宅 
2室1厅,中楼层/共7层,68.85平米,平层/简装,520.0,望京西园一区,朝阳,南北,无,2019年09月07日 ,普通住宅 
2室1厅,中楼层/共26层,97平米,平层/精装,930.0,中广宜景湾,朝阳,东南,有,2019年04月08日 ,普通住宅 
2室1厅,中楼层/共28层,70.39平米,平层/简装,329.0,翠成馨园D区,朝阳,东南北,有,2021年11月22日 ,普通住宅 
1室0厅,低楼层/共24层,55.68平米,平层/精装,375.0,沿海赛洛城二期,朝阳,南,有,2021年11月13日 ,普通住宅 
1室1厅,高楼层/共24层,57.34平米,平层/精装,369.0,沿海赛洛城二期,朝阳,南,有,2021年10月16日 ,普通住宅 
1室1厅,低楼层/共12层,61.38平米,平层/精装,430.0,紫南家园,朝阳,南,有,2021年10月10日 ,普通住宅 
2室1厅,中楼层/共22层,71.6平米,平层/简装,339.0,翠成馨园E区,朝阳,南,有,2021年09月02日 ,普通住宅 
2室2厅,高楼层/共6层,122.06平米,平层/精装,519.0,翠成馨园B区,朝阳,南北,无,2021年05月29日 ,普通住宅 
2室1厅,底层/共18层,75.54平米,平层/精装,345.0,金蝉北里,朝阳,南西,有,2021年02月28日 ,普通住宅 
1室0厅,低楼层/共24层,57.34平米,平层/精装,365.0,沿海赛洛城二期,朝阳,南,有,2021年02月27日 ,普通住宅 
3室1厅,中楼层/共5层,68.86平米,平层/精装,400.0,南十里居10号院,朝阳,南北,无,2021年11月23日 ,普通住宅 
3室1厅,中楼层/共6层,69.2平米,平层/简装,428.0,十里堡北里,朝阳,南北,无,2021年11月10日 ,普通住宅 
3室1厅,中楼层/共18层,65.43平米,暂无数据/精装,422.0,华威北里,朝阳,东南,有,2021年10月26日 ,普通住宅 
3室1厅,中楼层/共6层,56.59平米,平层/简装,420.0,新源街,朝阳,南北,无,2021年10月17日 ,普通住宅 
3室1厅,低楼层/共6层,68.62平米,平层/精装,425.0,南十里居,朝阳,南北,无,2021年10月16日 ,普通住宅 
3室1厅,中楼层/共5层,54.99平米,平层/毛坯,438.0,小关东里8号院,朝阳,东南北,无,2021年10月09日 ,普通住宅 
3室1厅,低楼层/共16层,67.24平米,平层/毛坯,435.0,团结湖东里,朝阳,东北,有,2021年09月30日 ,普通住宅 
3室1厅,中楼层/共6层,68.51平米,平层/简装,396.0,十里堡东里,朝阳,南北,无,2021年09月22日 ,普通住宅 
3室1厅,中楼层/共5层,62.99平米,平层/精装,478.0,灵通观,朝阳,南北,无,2021年09月03日 ,普通住宅 
3室1厅,中楼层/共16层,68.45平米,平层/精装,580.0,雅宝路,朝阳,西东北,有,2021年08月16日 ,普通住宅 
3室1厅,顶层/共6层,61.59平米,平层/简装,410.0,团结湖北三条,朝阳,南北,无,2021年08月10日 ,普通住宅 
3室1厅,中楼层/共6层,54.83平米,平层/简装,374.0,六里屯西里,朝阳,南北,无,2021年07月27日 ,普通住宅 
3室1厅,低楼层/共18层,102.59平米,平层/精装,428.0,金隅康惠园3号院,朝阳,南北,有,2021年03月17日 ,普通住宅 
3室1厅,低楼层/共10层,67.6平米,平层/精装,435.0,劲松七区,朝阳,南北,有,2021年03月10日 ,普通住宅 
2室2厅,中楼层/共18层,71.22平米,平层/精装,438.0,松榆东里,朝阳,东,有,2021年11月26日 ,普通住宅 
2室0厅,中楼层/共6层,53.78平米,平层/精装,410.0,光熙门北里,朝阳,西东,无,2021年11月25日 ,普通住宅 
2室1厅,顶层/共11层,85.11平米,平层/精装,449.0,东一时区,朝阳,东西,有,2021年11月24日 ,普通住宅 
2室1厅,中楼层/共19层,61.88平米,平层/简装,440.0,华威北里,朝阳,东南,有,2021年11月24日 ,普通住宅 
2室1厅,中楼层/共5层,53.6平米,平层/简装,375.0,左家庄北里,朝阳,南北,无,2021年11月23日 ,普通住宅 
2室1厅,中楼层/共29层,88.08平米,平层/精装,409.0,保利嘉园三号院,朝阳,西南,有,2021年11月21日 ,普通住宅 
2室1厅,低楼层/共16层,75.3平米,平层/精装,395.0,福润四季A区,朝阳,南,有,2021年11月20日 ,普通住宅 
2室1厅,中楼层/共27层,82.73平米,平层/精装,435.0,北辰福第一号院,朝阳,南,有,2021年11月19日 ,普通住宅 
2室1厅,低楼层/共22层,127.06平米,平层/简装,770.0,盛世嘉园,朝阳,西南,有,2021年11月19日 ,普通住宅 
2室1厅,中楼层/共5层,43.82平米,平层/简装,442.0,化家楼,朝阳,南,无,2021年11月18日 ,普通住宅 
2室1厅,高楼层/共28层,79.43平米,平层/简装,379.0,弘善家园,朝阳,东东南,有,2021年11月18日 ,普通住宅 
2室2厅,中楼层/共18层,73.52平米,平层/简装,380.0,福润四季B区,朝阳,南北,有,2021年11月18日 ,普通住宅 
2室1厅,中楼层/共5层,52.56平米,平层/简装,405.0,胜古南里,朝阳,南,无,2021年11月17日 ,普通住宅 
2室1厅,低楼层/共6层,76.11平米,平层/精装,375.0,京通苑,朝阳,南北,无,2021年11月17日 ,普通住宅 
2室1厅,高楼层/共21层,77.33平米,平层/精装,419.0,金隅景和园,朝阳,南北,有,2021年11月16日 ,普通住宅 
2室1厅,中楼层/共24层,81.98平米,平层/精装,399.0,富华家园,朝阳,东南,有,2021年11月15日 ,普通住宅 
2室1厅,中楼层/共24层,79.01平米,平层/简装,365.0,弘善家园,朝阳,东南,有,2021年11月14日 ,普通住宅 
2室1厅,底层/共6层,87.74平米,平层/简装,426.0,吕营嘉园A区,朝阳,南北,无,2021年11月12日 ,普通住宅 
2室1厅,中楼层/共15层,77.45平米,平层/简装,418.0,石佛营西里小区,朝阳,南北,有,2021年11月10日 ,普通住宅 
2室1厅,底层/共6层,52.1平米,平层/简装,359.0,水碓子东路,朝阳,南北,无,2021年11月10日 ,普通住宅 
2室1厅,中楼层/共19层,72.23平米,平层/简装,369.0,弘善家园,朝阳,东北,有,2021年11月09日 ,普通住宅 
2室2厅,中楼层/共22层,78.82平米,平层/精装,415.0,金隅悦和园,朝阳,南,有,2021年11月08日 ,普通住宅 
2室2厅,顶层/共27层,86.36平米,平层/精装,429.0,北辰福第一号院,朝阳,南北,有,2021年11月08日 ,普通住宅 
2室1厅,高楼层/共6层,75.52平米,平层/精装,398.0,高家园一区,朝阳,南北,无,2021年11月06日 ,普通住宅 
2室1厅,顶层/共6层,68.19平米,平层/精装,395.0,美然动力A3区,朝阳,南北,无,2021年11月06日 ,普通住宅 
2室1厅,中楼层/共24层,73.67平米,平层/精装,390.0,京通苑,朝阳,西南,有,2021年11月06日 ,普通住宅 
2室1厅,高楼层/共6层,80.94平米,平层/精装,405.0,双惠小区,朝阳,南北,无,2021年11月06日 ,普通住宅 
2室0厅,中楼层/共12层,49.86平米,平层/简装,390.0,西坝河中里,朝阳,东南,有,2021年11月04日 ,普通住宅 
2室1厅,低楼层/共12层,78.35平米,暂无数据/精装,425.0,汇鸿家园,朝阳,西,有,2021年11月04日 ,普通住宅 
2室1厅,低楼层/共6层,75.24平米,平层/精装,374.0,京通苑,朝阳,南北,无,2021年11月03日 ,普通住宅 
2室1厅,低楼层/共27层,86.19平米,平层/精装,429.0,北辰福第一号院,朝阳,南北,有,2021年11月01日 ,普通住宅 
2室1厅,中楼层/共9层,80.08平米,平层/精装,395.0,尚东阁,朝阳,西,有,2021年11月01日 ,普通住宅 
2室1厅,低楼层/共6层,60.52平米,暂无数据/简装,356.0,劲松八区,朝阳,南北,无,2021年10月31日 ,普通住宅 
2室1厅,高楼层/共15层,74.34平米,平层/精装,379.0,远洋一方润园6号院,朝阳,南,有,2021年10月30日 ,普通住宅 
2室1厅,低楼层/共18层,79.12平米,平层/简装,389.0,金福家园,朝阳,东北,有,2021年10月30日 ,普通住宅 
2室1厅,低楼层/共24层,86.22平米,平层/简装,390.0,京通苑,朝阳,东南,有,2021年10月30日 ,普通住宅 
2室1厅,低楼层/共18层,74.37平米,平层/精装,433.0,远洋一方北润园,朝阳,西北,有,2021年10月28日 ,普通住宅 
2室1厅,顶层/共20层,86.5平米,平层/精装,430.0,北辰福第二号院,朝阳,南北,有,2021年10月27日 ,普通住宅 
2室1厅,中楼层/共28层,88.32平米,平层/精装,630.0,现代城,朝阳,东,有,2021年10月26日 ,普通住宅 
2室1厅,中楼层/共18层,77.45平米,平层/简装,369.0,金福家园,朝阳,西南,有,2021年10月24日 ,普通住宅 
2室1厅,顶层/共12层,80.54平米,平层/精装,436.0,汇鸿家园,朝阳,东,有,2021年10月24日 ,普通住宅 
2室1厅,中楼层/共20层,72.7平米,平层/精装,370.0,东泽园,朝阳,南,有,2021年10月24日 ,普通住宅 
2室1厅,中楼层/共28层,78.93平米,平层/精装,399.0,金隅悦和园,朝阳,南北,有,2021年10月18日 ,普通住宅 
2室1厅,低楼层/共25层,71.83平米,平层/简装,430.0,电子城小区,朝阳,东南,有,2021年10月17日 ,普通住宅 
2室1厅,底层/共12层,86.6平米,平层/精装,420.0,定福家园1号院,朝阳,南,有,2021年10月15日 ,普通住宅 
2室1厅,低楼层/共14层,74.07平米,平层/简装,375.0,远洋一方润园6号院,朝阳,南,有,2021年10月15日 ,普通住宅 
2室1厅,低楼层/共25层,76.46平米,平层/精装,435.0,北苑家园紫绶园,朝阳,东南,有,2021年10月14日 ,普通住宅 
2室2厅,低楼层/共22层,127.06平米,平层/简装,770.0,盛世嘉园,朝阳,东南,有,2021年10月13日 ,普通住宅 
2室1厅,中楼层/共21层,74.07平米,平层/精装,395.0,福润四季A区,朝阳,南北,有,2021年10月12日 ,普通住宅 
2室1厅,底层/共6层,55.83平米,平层/简装,399.0,砖角楼南里,朝阳,南北,无,2021年10月11日 ,普通住宅 
2室1厅,高楼层/共24层,72.63平米,平层/简装,376.0,富华家园,朝阳,西南,有,2021年10月10日 ,普通住宅 
2室1厅,中楼层/共22层,89.71平米,平层/精装,810.0,金地名京,朝阳,东南,有,2021年10月08日 ,普通住宅 
2室1厅,高楼层/共22层,95.04平米,平层/简装,436.0,梧桐人家,朝阳,西南,有,2021年10月08日 ,普通住宅 
2室1厅,中楼层/共21层,77.19平米,平层/精装,422.0,金隅景和园,朝阳,南北,有,2021年10月08日 ,普通住宅 
2室1厅,高楼层/共25层,77.2平米,平层/精装,420.0,北苑家园紫绶园,朝阳,东,有,2021年10月08日 ,普通住宅 
2室1厅,低楼层/共16层,68.35平米,平层/简装,385.0,华威西里,朝阳,南,有,2021年10月07日 ,普通住宅 
2室1厅,中楼层/共7层,76.09平米,平层/简装,372.0,福怡苑,朝阳,南北东,无,2021年10月03日 ,普通住宅 
2室1厅,低楼层/共12层,86.6平米,平层/简装,449.0,定福家园1号院,朝阳,南,有,2021年09月30日 ,普通住宅 
2室1厅,中楼层/共21层,75.01平米,平层/精装,402.0,福润四季A区,朝阳,南,有,2021年09月27日 ,普通住宅 
2室1厅,低楼层/共24层,74.57平米,平层/精装,415.0,电子城小区,朝阳,西北,有,2021年09月26日 ,普通住宅 
2室1厅,低楼层/共32层,122.79平米,平层/简装,758.0,东恒时代一期,朝阳,东,有,2021年09月25日 ,普通住宅 
2室1厅,中楼层/共19层,71.78平米,平层/精装,442.0,建业苑(松榆北路7号院),朝阳,西北,有,2021年09月25日 ,普通住宅 
2室1厅,中楼层/共6层,55.67平米,平层/简装,378.0,水碓子东路,朝阳,南北,无,2021年09月25日 ,普通住宅 
2室2厅,中楼层/共10层,86.8平米,平层/精装,405.0,瑞祥里,朝阳,南北,有,2021年09月24日 ,普通住宅 
2室1厅,高楼层/共20层,73.07平米,平层/精装,385.0,东泽园,朝阳,南北,有,2021年09月24日 ,普通住宅 
2室1厅,高楼层/共17层,84.36平米,平层/精装,770.0,金地名京,朝阳,南,有,2021年09月23日 ,普通住宅 
2室1厅,高楼层/共28层,76.93平米,平层/精装,405.0,金隅悦和园,朝阳,南北,有,2021年09月19日 ,普通住宅 
2室1厅,中楼层/共19层,73.17平米,平层/简装,450.0,华威北里,朝阳,西南北,有,2021年09月15日 ,普通住宅 
2室1厅,底层/共21层,80.66平米,平层/简装,430.0,日月东华,朝阳,西,有,2021年09月14日 ,普通住宅 
2室1厅,低楼层/共21层,75.28平米,平层/精装,370.0,福润四季A区,朝阳,南,有,2021年09月13日 ,普通住宅 
2室1厅,底层/共6层,47.67平米,平层/简装,358.0,静安里,朝阳,南北,无,2021年09月09日 ,普通住宅 
2室2厅,高楼层/共6层,87.99平米,平层/精装,430.0,华美橡树岭,朝阳,南北,有,2021年09月07日 ,普通住宅 
2室1厅,中楼层/共22层,73.06平米,平层/简装,442.0,驼房营南里,朝阳,南,有,2021年09月07日 ,普通住宅 
2室1厅,中楼层/共27层,83.11平米,平层/简装,408.0,北辰福第二号院,朝阳,西,有,2021年09月06日 ,普通住宅 
