,0,1,2,3,4,5,6
12580,北美洲,多米尼加,245,0,0,3,03-25
12581,非洲,阿尔及利亚,264,0,12,19,03-25
12582,亚洲,巴林,419,0,190,3,03-25
12583,欧洲,保加利亚,218,0,3,3,03-25
12584,欧洲,立陶宛,209,0,1,1,03-25
12585,大洋洲,新西兰,205,4,0,0,03-25
12586,欧洲,拉脱维亚,197,0,0,0,03-25
12587,欧洲,斯洛伐克,204,0,7,1,03-25
12588,欧洲,匈牙利,226,0,21,10,03-25
12589,南美洲,乌拉圭,189,0,0,0,03-25
12590,欧洲,安道尔,185,0,1,1,03-25
12591,欧洲,圣马力诺,187,0,2,20,03-25
12592,非洲,摩洛哥,170,0,6,5,03-25
12593,北美洲,哥斯达黎加,158,0,0,2,03-25
12594,亚洲,科威特,195,0,43,0,03-25
12595,亚洲,约旦,153,0,1,0,03-25
12596,欧洲,北马其顿,136,0,1,2,03-25
12597,欧洲,波黑,131,0,2,1,03-25
12598,亚洲,越南,141,0,17,0,03-25
12599,欧洲,摩尔多瓦,125,0,1,1,03-25
12600,亚洲,塞浦路斯,124,0,0,1,03-25
12601,欧洲,法罗群岛,118,0,0,0,03-25
12602,非洲,突尼斯,114,0,0,3,03-25
12603,欧洲,阿尔巴尼亚,123,0,10,4,03-25
12604,欧洲,乌克兰,113,0,1,4,03-25
12605,欧洲,马耳他,107,0,0,0,03-25
12606,非洲,布基纳法索,114,0,5,4,03-25
12607,亚洲,文莱,109,0,4,0,03-25
12608,亚洲,斯里兰卡,100,0,1,0,03-25
12609,非洲,肯尼亚,28,0,1,0,03-25
12611,欧洲,法国,22300,0,3201,1100,03-25
12612,欧洲,英国,8077,0,135,422,03-25
12613,欧洲,荷兰,6412,0,0,356,03-25
12614,欧洲,奥地利,4876,0,9,28,03-25
12616,欧洲,葡萄牙,2362,0,22,29,03-25
12628,南美洲,厄瓜多尔,790,0,0,15,03-25
12676,亚洲,阿塞拜疆,93,0,10,2,03-25
12677,亚洲,叙利亚,4,0,0,0,03-25
12678,非洲,利比亚,1,0,0,0,03-25
12684,亚洲,印度尼西亚,790,0,9,58,03-25
12690,非洲,加纳,68,0,0,2,03-25
12715,亚洲,哈萨克斯坦,80,0,2,0,03-25
12720,欧洲,瑞典,2272,0,17,36,03-25
12724,欧洲,丹麦,1591,0,1,32,03-25
12729,亚洲,日本,1277,0,285,44,03-25
12737,欧洲,希腊,743,0,19,20,03-25
12740,亚洲,菲律宾,636,0,26,38,03-25
12759,亚洲,伊拉克,316,0,75,27,03-25
12776,其他,钻石公主号邮轮,712,0,574,10,03-25
12789,非洲,乌干达,14,0,0,0,03-25
12790,非洲,赞比亚共和国,12,0,0,0,03-25
12791,非洲,马里,2,0,0,0,03-25
12792,非洲,几内亚比绍,2,0,0,0,03-25
12798,亚洲,伊朗,27017,0,9625,2077,03-25
12799,欧洲,瑞士,8836,0,3,86,03-25
12802,亚洲,韩国,9137,0,3730,126,03-25
12809,南美洲,巴西,2201,0,0,46,03-25
12812,亚洲,土耳其,1872,0,0,44,03-25
12880,亚洲,柬埔寨,93,0,2,0,03-25
12881,南美洲,委内瑞拉,84,0,0,0,03-25
12882,亚洲,阿曼,99,0,17,0,03-25
12884,非洲,塞内加尔,86,0,8,0,03-25
12885,亚洲,阿富汗,79,0,0,2,03-25
12887,非洲,喀麦隆,72,0,0,1,03-25
12888,非洲,留尼旺,71,0,0,0,03-25
12889,非洲,科特迪瓦,73,0,3,0,03-25
12890,欧洲,白俄罗斯,86,0,22,0,03-25
12891,亚洲,格鲁吉亚,73,0,10,0,03-25
12892,北美洲,瓜德罗普岛,62,0,0,0,03-25
12893,亚洲,乌兹别克斯坦,55,0,0,0,03-25
12894,北美洲,马提尼克,53,0,0,0,03-25
12896,北美洲,特立尼达和多巴哥,51,0,0,0,03-25
12897,非洲,毛里求斯,48,0,0,2,03-25
12898,欧洲,列支敦士登,46,0,0,0,03-25
12899,非洲,刚果（金）,45,0,0,2,03-25
12900,亚洲,巴勒斯坦,59,0,17,0,03-25
12901,非洲,尼日利亚,44,0,2,1,03-25
12902,非洲,卢旺达,40,0,0,0,03-25
12903,北美洲,古巴,40,0,0,1,03-25
12904,南美洲,巴拉圭,37,0,0,3,03-25
12905,北美洲,洪都拉斯,30,0,0,0,03-25
12906,北美洲,波多黎各,31,0,0,2,03-25
12907,大洋洲,关岛,29,0,0,1,03-25
12908,南美洲,玻利维亚,27,0,0,0,03-25
12909,欧洲,黑山,27,0,0,0,03-25
12910,欧洲,摩纳哥,27,0,1,0,03-25
12911,亚洲,孟加拉国,33,0,5,3,03-25
12913,非洲,马约特,24,0,0,0,03-25
12914,南美洲,法属圭亚那,20,0,0,0,03-25
12915,欧洲,根西岛,20,0,0,0,03-25
12916,北美洲,危地马拉,20,0,0,1,03-25
12917,非洲,马达加斯加,19,0,0,0,03-25
12918,北美洲,牙买加,19,0,0,1,03-25
12919,大洋洲,法属波利尼西亚,18,0,0,0,03-25
12920,欧洲,泽西岛,18,0,0,0,03-25
12921,非洲,多哥,18,0,1,0,03-25
12922,北美洲,美属维尔京群岛,17,0,0,0,03-25
12923,北美洲,巴巴多斯,17,0,0,0,03-25
12924,亚洲,吉尔吉斯斯坦,16,0,0,0,03-25
12925,欧洲,直布罗陀,15,0,0,0,03-25
12926,亚洲,马尔代夫,13,0,0,0,03-25
12927,欧洲,马恩岛,13,0,0,0,03-25
12928,非洲,坦桑尼亚,12,0,0,0,03-25
12929,非洲,吉布提,11,0,0,0,03-25
12930,亚洲,蒙古,10,0,0,0,03-25
12931,非洲,赤道几内亚,9,0,0,0,03-25
12932,北美洲,阿鲁巴,9,0,0,0,03-25
12934,非洲,埃塞俄比亚,12,0,4,0,03-25
12935,北美洲,圣马丁岛,8,0,0,0,03-25
12936,大洋洲,新喀里多尼亚,8,0,0,0,03-25
12937,非洲,纳米比亚,7,0,0,0,03-25
12938,非洲,塞舌尔,7,0,0,0,03-25
12939,非洲,尼日尔,7,0,0,0,03-25
12940,南美洲,苏里南,6,0,0,0,03-25
12941,北美洲,百慕大,6,0,0,0,03-25
12942,北美洲,海地,6,0,0,0,03-25
12943,非洲,加蓬,6,0,0,1,03-25
12944,非洲,斯威士兰,5,0,0,0,03-25
12945,非洲,贝宁,5,0,0,0,03-25
12946,南美洲,圭亚那,5,0,0,1,03-25
12947,北美洲,开曼群岛,5,0,0,1,03-25
12948,非洲,几内亚,4,0,0,0,03-25
12949,北美洲,巴哈马,4,0,0,0,03-25
12950,非洲,中非共和国,4,0,0,0,03-25
12951,非洲,刚果（布）,4,0,0,0,03-25
12952,北美洲,格陵兰,4,0,0,0,03-25
12953,北美洲,库拉索岛,4,0,0,1,03-25
12954,北美洲,圣卢西亚,3,0,0,0,03-25
12955,北美洲,圣巴泰勒米岛,3,0,0,0,03-25
12956,非洲,利比里亚,3,0,0,0,03-25
12958,北美洲,萨尔瓦多,3,0,0,0,03-25
12959,大洋洲,斐济,3,0,0,0,03-25
12960,非洲,乍得,3,0,0,0,03-25
12961,非洲,安哥拉,3,0,0,0,03-25
12962,非洲,佛得角,3,0,0,0,03-25
12963,非洲,莫桑比克,3,0,0,0,03-25
12964,亚洲,老挝,3,0,0,0,03-25
12965,非洲,苏丹,3,0,0,1,03-25
12966,非洲,冈比亚,3,0,0,1,03-25
12967,非洲,津巴布韦,3,0,0,1,03-25
12968,亚洲,不丹,2,0,0,0,03-25
12969,非洲,毛里塔尼亚,2,0,0,0,03-25
12970,北美洲,尼加拉瓜,2,0,0,0,03-25
12971,亚洲,缅甸,2,0,0,0,03-25
12972,亚洲,尼泊尔,2,0,1,0,03-25
12973,欧洲,梵蒂冈,1,0,0,0,03-25
12974,北美洲,圣文森特和格林纳丁斯,1,0,0,0,03-25
12975,北美洲,安提瓜和巴布达,1,0,0,0,03-25
12976,非洲,索马里,1,0,0,0,03-25
12977,亚洲,东帝汶,1,0,0,0,03-25
12978,大洋洲,巴布亚新几内亚,1,0,0,0,03-25
12979,非洲,厄立特里亚,1,0,0,0,03-25
12980,北美洲,蒙特塞拉特,1,0,0,0,03-25
12982,北美洲,伯利兹,1,0,0,0,03-25
12983,北美洲,格林那达,1,0,0,0,03-25
12984,北美洲,多米尼克,1,0,0,0,03-25
12985,北美洲,特克斯和凯科斯群岛,1,0,0,0,03-25
13970,欧洲,乌克兰,97,0,1,3,03-24
13971,欧洲,意大利,64378,0,7432,6077,03-24
13972,北美洲,美国,46450,0,178,593,03-24
13973,欧洲,西班牙,39673,0,3355,2696,03-24
13974,欧洲,德国,30138,0,453,130,03-24
13975,欧洲,法国,19856,0,2200,860,03-24
13976,亚洲,伊朗,24811,0,8913,1934,03-24
13977,欧洲,瑞士,8836,0,3,86,03-24
13978,欧洲,英国,6650,0,135,335,03-24
13979,亚洲,韩国,9037,0,3507,120,03-24
13980,欧洲,荷兰,5560,0,0,276,03-24
13981,欧洲,奥地利,3924,0,9,21,03-24
13982,欧洲,比利时,4269,0,350,122,03-24
13983,欧洲,挪威,2573,0,0,10,03-24
13984,大洋洲,澳大利亚,2136,0,27,8,03-24
13985,北美洲,加拿大,2091,0,14,24,03-24
13986,欧洲,葡萄牙,2060,0,14,23,03-24
13987,欧洲,瑞典,2016,0,17,25,03-24
13988,南美洲,巴西,1891,0,0,34,03-24
13989,亚洲,以色列,1656,0,49,1,03-24
13990,亚洲,土耳其,1529,0,0,37,03-24
13991,欧洲,丹麦,1460,0,1,24,03-24
13992,亚洲,马来西亚,1624,0,183,15,03-24
13993,欧洲,捷克,1236,0,7,1,03-24
13994,欧洲,爱尔兰,1125,0,0,6,03-24
13995,亚洲,巴基斯坦,892,0,6,6,03-24
13996,欧洲,卢森堡,875,0,0,8,03-24
13997,亚洲,日本,1145,0,285,42,03-24
13998,亚洲,泰国,827,0,57,4,03-24
13999,亚洲,沙特阿拉伯,767,0,28,1,03-24
14000,南美洲,智利,746,0,11,2,03-24
14001,欧洲,波兰,749,0,13,8,03-24
14002,欧洲,芬兰,700,0,10,1,03-24
14003,欧洲,希腊,695,0,19,17,03-24
14004,亚洲,印度尼西亚,686,0,9,50,03-24
14005,欧洲,冰岛,588,0,0,1,03-24
14006,欧洲,罗马尼亚,576,0,31,7,03-24
14007,南美洲,厄瓜多尔,532,0,0,7,03-24
14008,亚洲,菲律宾,552,0,20,35,03-24
14009,欧洲,俄罗斯,495,0,17,1,03-24
14010,亚洲,印度,519,0,40,9,03-24
14011,亚洲,卡塔尔,501,0,37,0,03-24
14012,欧洲,斯洛文尼亚,442,0,0,3,03-24
14013,亚洲,新加坡,558,0,152,2,03-24
14014,非洲,南非,402,0,0,0,03-24
14015,南美洲,秘鲁,395,0,1,5,03-24
14016,北美洲,墨西哥,367,0,1,4,03-24
14017,欧洲,爱沙尼亚,352,0,0,0,03-24
14018,北美洲,巴拿马,345,0,0,6,03-24
14019,欧洲,克罗地亚,315,0,5,1,03-24
14020,南美洲,阿根廷,301,0,1,4,03-24
14021,亚洲,黎巴嫩,304,0,8,4,03-24
14022,非洲,埃及,366,0,68,19,03-24
14023,欧洲,塞尔维亚,280,0,0,4,03-24
14024,南美洲,哥伦比亚,277,0,0,3,03-24
14025,亚洲,亚美尼亚,235,0,2,0,03-24
14026,亚洲,巴林,391,0,177,3,03-24
14027,非洲,阿尔及利亚,230,0,12,17,03-24
14028,欧洲,保加利亚,201,0,3,3,03-24
14029,亚洲,伊拉克,266,0,62,23,03-24
14030,欧洲,拉脱维亚,180,0,0,0,03-24
14031,欧洲,斯洛伐克,186,0,7,1,03-24
14032,欧洲,安道尔,164,0,1,1,03-24
14033,欧洲,匈牙利,187,0,21,8,03-24
14034,欧洲,立陶宛,160,0,1,1,03-24
14035,南美洲,乌拉圭,158,0,0,0,03-24
14036,北美洲,哥斯达黎加,158,0,0,2,03-24
14037,亚洲,阿联酋,198,0,41,2,03-24
14038,亚洲,科威特,191,0,39,0,03-24
14039,大洋洲,新西兰,142,4,0,0,03-24
14040,非洲,摩洛哥,143,0,5,4,03-24
14041,欧洲,北马其顿,136,0,1,2,03-24
14042,欧洲,圣马力诺,151,0,2,20,03-24
14043,其他,钻石公主号邮轮,712,0,574,10,03-24
14044,欧洲,波黑,131,0,2,1,03-24
14045,亚洲,约旦,127,0,1,0,03-24
14046,亚洲,塞浦路斯,116,0,0,1,03-24
14047,欧洲,法罗群岛,115,0,0,0,03-24
14048,非洲,突尼斯,114,0,0,3,03-24
14049,欧洲,摩尔多瓦,109,0,1,1,03-24
14050,亚洲,越南,123,0,17,0,03-24
14051,非洲,布基纳法索,114,0,5,4,03-24
14052,欧洲,阿尔巴尼亚,104,0,0,2,03-24
14053,亚洲,文莱,104,0,4,0,03-24
14054,亚洲,斯里兰卡,100,0,1,0,03-24
14055,欧洲,马耳他,90,0,0,0,03-24
14056,南美洲,委内瑞拉,84,0,0,0,03-24
14057,亚洲,柬埔寨,84,0,2,0,03-24
14059,非洲,塞内加尔,79,0,8,0,03-24
14060,北美洲,多米尼加,72,0,0,2,03-24
14061,欧洲,白俄罗斯,89,0,22,0,03-24
14062,亚洲,阿曼,84,0,17,0,03-24
14063,亚洲,哈萨克斯坦,66,0,0,0,03-24
14064,非洲,留尼旺,64,0,0,0,03-24
14065,亚洲,阿塞拜疆,72,0,10,1,03-24
14066,亚洲,格鲁吉亚,67,0,9,0,03-24
14067,非洲,喀麦隆,56,0,0,0,03-24
14068,北美洲,瓜德罗普岛,56,0,0,0,03-24
14069,非洲,加纳,52,0,0,2,03-24
14070,北美洲,特立尼达和多巴哥,50,0,0,0,03-24
14071,亚洲,乌兹别克斯坦,50,0,0,0,03-24
14072,欧洲,列支敦士登,46,0,0,0,03-24
14073,非洲,刚果（金）,45,0,0,2,03-24
14074,亚洲,巴勒斯坦,59,0,17,0,03-24
14075,亚洲,阿富汗,42,0,0,1,03-24
14076,非洲,尼日利亚,40,0,2,1,03-24
14077,非洲,卢旺达,36,0,0,0,03-24
14078,非洲,毛里求斯,36,0,2,2,03-24
14079,北美洲,马提尼克,32,0,0,0,03-24
14080,欧洲,黑山,27,0,0,0,03-24
14081,亚洲,孟加拉国,33,0,5,2,03-24
14082,大洋洲,关岛,27,0,0,1,03-24
14083,北美洲,洪都拉斯,26,0,0,0,03-24
14084,非洲,肯尼亚,25,0,0,0,03-24
14085,非洲,科特迪瓦,25,0,1,0,03-24
14086,南美洲,玻利维亚,24,0,0,0,03-24
14087,欧洲,摩纳哥,23,0,0,0,03-24
14088,北美洲,波多黎各,23,0,0,1,03-24
14089,南美洲,巴拉圭,22,0,0,1,03-24
14090,北美洲,古巴,21,0,0,1,03-24
14091,北美洲,牙买加,19,0,0,1,03-24
14092,南美洲,法属圭亚那,18,0,0,0,03-24
14093,北美洲,危地马拉,18,0,0,1,03-24
14094,欧洲,根西岛,17,0,0,0,03-24
14095,大洋洲,法属波利尼西亚,17,0,0,0,03-24
14096,亚洲,吉尔吉斯斯坦,16,0,0,0,03-24
14097,非洲,多哥,16,0,1,0,03-24
14098,欧洲,直布罗陀,15,0,0,0,03-24
14099,欧洲,泽西岛,15,0,0,0,03-24
14100,非洲,马约特,14,0,0,0,03-24
14101,亚洲,马尔代夫,13,0,0,0,03-24
14102,非洲,坦桑尼亚,12,0,0,0,03-24
14103,非洲,马达加斯加,12,0,0,0,03-24
14104,亚洲,蒙古,10,0,0,0,03-24
14105,非洲,赤道几内亚,9,0,0,0,03-24
14106,非洲,乌干达,9,0,0,0,03-24
14107,非洲,埃塞俄比亚,12,0,4,0,03-24
14108,北美洲,阿鲁巴,8,0,0,0,03-24
14109,非洲,塞舌尔,7,0,0,0,03-24
14110,南美洲,苏里南,6,0,0,0,03-24
14111,北美洲,美属维尔京群岛,6,0,0,0,03-24
14112,非洲,加蓬,6,0,0,1,03-24
14113,北美洲,圣马丁岛,5,0,0,0,03-24
14114,非洲,斯威士兰,5,0,0,0,03-24
14115,非洲,贝宁,5,0,0,0,03-24
14116,北美洲,巴巴多斯,5,0,0,0,03-24
14117,大洋洲,新喀里多尼亚,5,0,0,0,03-24
14118,南美洲,圭亚那,5,0,0,1,03-24
14119,北美洲,巴哈马,4,0,0,0,03-24
14120,非洲,中非共和国,4,0,0,0,03-24
14121,非洲,刚果（布）,4,0,0,0,03-24
14122,非洲,纳米比亚,3,0,0,0,03-24
14123,北美洲,圣巴泰勒米岛,3,0,0,0,03-24
14124,非洲,利比里亚,3,0,0,0,03-24
14125,非洲,赞比亚共和国,3,0,0,0,03-24
14126,非洲,吉布提,3,0,0,0,03-24
14127,非洲,安哥拉,3,0,0,0,03-24
14128,非洲,佛得角,3,0,0,0,03-24
14129,非洲,苏丹,3,0,0,1,03-24
14130,北美洲,开曼群岛,3,0,0,1,03-24
14131,北美洲,库拉索岛,3,0,0,1,03-24
14132,亚洲,不丹,2,0,0,0,03-24
14133,非洲,几内亚,2,0,0,0,03-24
14134,非洲,毛里塔尼亚,2,0,0,0,03-24
14135,北美洲,格陵兰,2,0,0,0,03-24
14136,北美洲,圣卢西亚,2,0,0,0,03-24
14137,北美洲,尼加拉瓜,2,0,0,0,03-24
14138,大洋洲,斐济,2,0,0,0,03-24
14139,非洲,尼日尔,2,0,0,0,03-24
14140,欧洲,马恩岛,2,0,0,0,03-24
14141,北美洲,百慕大,2,0,0,0,03-24
14142,北美洲,海地,2,0,0,0,03-24
14143,亚洲,缅甸,2,0,0,0,03-24
14144,亚洲,老挝,2,0,0,0,03-24
14145,亚洲,尼泊尔,2,0,1,0,03-24
14146,非洲,津巴布韦,2,0,0,1,03-24
14147,欧洲,梵蒂冈,1,0,0,0,03-24
14148,北美洲,圣文森特和格林纳丁斯,1,0,0,0,03-24
14149,北美洲,安提瓜和巴布达,1,0,0,0,03-24
14150,非洲,冈比亚,1,0,0,0,03-24
14151,非洲,索马里,1,0,0,0,03-24
14152,北美洲,萨尔瓦多,1,0,0,0,03-24
14153,非洲,乍得,1,0,0,0,03-24
14154,亚洲,东帝汶,1,0,0,0,03-24
14155,大洋洲,巴布亚新几内亚,1,0,0,0,03-24
14156,非洲,厄立特里亚,1,0,0,0,03-24
14157,非洲,莫桑比克,1,0,0,0,03-24
14158,北美洲,蒙特塞拉特,1,0,0,0,03-24
14159,亚洲,叙利亚,1,0,0,0,03-24
14160,北美洲,伯利兹,1,0,0,0,03-24
14161,北美洲,格林那达,1,0,0,0,03-24
14979,欧洲,科索沃,31,0,0,1,03-24
16906,欧洲,意大利,59514,0,7024,5476,03-23
16907,北美洲,美国,35360,0,178,473,03-23
16908,欧洲,西班牙,33089,0,3355,2182,03-23
16909,欧洲,德国,27289,0,422,115,03-23
16910,欧洲,法国,16689,0,2200,674,03-23
16911,亚洲,伊朗,23049,0,7913,1812,03-23
16912,欧洲,瑞士,8060,0,3,66,03-23
16913,亚洲,韩国,8961,0,3166,111,03-23
16914,欧洲,英国,5683,0,135,281,03-23
16915,欧洲,荷兰,4797,0,0,213,03-23
16916,欧洲,奥地利,3611,0,9,16,03-23
16917,欧洲,比利时,3743,0,350,88,03-23
16918,欧洲,挪威,2532,0,0,8,03-23
16919,欧洲,葡萄牙,2060,0,14,23,03-23
16920,欧洲,瑞典,1929,0,17,23,03-23
16921,大洋洲,澳大利亚,1709,0,27,7,03-23
16922,南美洲,巴西,1546,0,0,25,03-23
16923,北美洲,加拿大,1472,0,14,21,03-23
16924,欧洲,丹麦,1450,0,1,13,03-23
16925,亚洲,马来西亚,1518,0,139,14,03-23
16926,亚洲,土耳其,1236,0,0,30,03-23
16927,亚洲,以色列,1238,0,37,1,03-23
16928,欧洲,捷克,1165,0,7,1,03-23
16929,欧洲,爱尔兰,906,0,0,4,03-23
16930,亚洲,日本,1119,0,285,42,03-23
16931,欧洲,卢森堡,798,0,0,8,03-23
16932,亚洲,巴基斯坦,799,0,6,5,03-23
16933,亚洲,泰国,721,0,52,1,03-23
16934,南美洲,智利,632,0,8,2,03-23
16935,欧洲,芬兰,626,0,10,1,03-23
16936,欧洲,波兰,634,0,13,7,03-23
16937,欧洲,希腊,624,0,19,15,03-23
16938,欧洲,冰岛,568,0,0,1,03-23
16939,亚洲,印度尼西亚,579,0,9,49,03-23
16940,南美洲,厄瓜多尔,506,0,0,7,03-23
16941,亚洲,沙特阿拉伯,511,0,16,0,03-23
16942,亚洲,卡塔尔,494,0,33,0,03-23
16943,欧洲,俄罗斯,438,0,17,1,03-23
16944,欧洲,斯洛文尼亚,414,0,0,2,03-23
16945,亚洲,菲律宾,462,0,18,33,03-23
16946,非洲,南非,402,0,0,0,03-23
16947,亚洲,印度,415,0,23,8,03-23
16948,南美洲,秘鲁,363,0,0,5,03-23
16949,亚洲,新加坡,509,0,152,2,03-23
16950,欧洲,罗马尼亚,367,0,31,1,03-23
16951,欧洲,爱沙尼亚,326,0,0,0,03-23
16952,北美洲,墨西哥,316,0,1,2,03-23
16953,北美洲,巴拿马,313,0,0,3,03-23
16954,南美洲,阿根廷,266,0,1,4,03-23
16955,非洲,埃及,327,0,56,14,03-23
16956,亚洲,黎巴嫩,256,0,8,4,03-23
16957,南美洲,哥伦比亚,235,0,0,1,03-23
16958,欧洲,塞尔维亚,222,0,0,2,03-23
16959,欧洲,克罗地亚,206,0,5,1,03-23
16960,亚洲,巴林,339,0,149,2,03-23
16961,亚洲,亚美尼亚,190,0,2,0,03-23
16962,欧洲,斯洛伐克,185,0,0,1,03-23
16963,欧洲,保加利亚,187,0,3,3,03-23
16964,非洲,阿尔及利亚,201,0,12,17,03-23
16965,亚洲,科威特,189,0,30,0,03-23
16966,南美洲,乌拉圭,158,0,0,0,03-23
16967,亚洲,伊拉克,233,0,57,20,03-23
16968,欧洲,匈牙利,167,0,7,4,03-23
16969,亚洲,阿联酋,198,0,41,2,03-23
16970,欧洲,立陶宛,141,0,1,1,03-23
16971,欧洲,拉脱维亚,139,0,0,0,03-23
16972,欧洲,北马其顿,136,0,1,2,03-23
16973,北美洲,哥斯达黎加,134,0,0,2,03-23
16974,欧洲,安道尔,133,0,1,1,03-23
16975,欧洲,圣马力诺,151,0,2,20,03-23
16976,其他,钻石公主号邮轮,712,0,574,10,03-23
16977,欧洲,波黑,126,0,0,1,03-23
16978,非洲,摩洛哥,122,0,3,4,03-23
16979,亚洲,约旦,112,0,1,0,03-23
16980,亚洲,越南,123,0,17,0,03-23
16981,大洋洲,新西兰,102,4,0,0,03-23
16982,亚洲,塞浦路斯,95,0,0,1,03-23
16983,欧洲,摩尔多瓦,94,0,1,1,03-23
16984,欧洲,法罗群岛,92,0,0,0,03-23
16985,亚洲,斯里兰卡,92,0,1,0,03-23
16986,亚洲,文莱,91,0,4,0,03-23
16987,非洲,突尼斯,89,0,0,3,03-23
16988,亚洲,柬埔寨,84,0,2,0,03-23
16989,南美洲,委内瑞拉,77,0,0,0,03-23
16990,欧洲,阿尔巴尼亚,76,0,0,2,03-23
16991,欧洲,马耳他,73,0,0,0,03-23
16992,北美洲,多米尼加,72,0,0,2,03-23
16993,欧洲,乌克兰,73,0,1,3,03-23
16994,欧洲,白俄罗斯,89,0,22,0,03-23
16995,非洲,布基纳法索,72,0,5,3,03-23
16996,非洲,塞内加尔,67,0,5,0,03-23
16997,亚洲,阿塞拜疆,72,0,10,1,03-23
16998,亚洲,哈萨克斯坦,60,0,0,0,03-23
16999,非洲,喀麦隆,56,0,0,0,03-23
17000,亚洲,格鲁吉亚,54,0,3,0,03-23
17001,北美洲,瓜德罗普岛,51,0,0,0,03-23
17002,亚洲,阿曼,66,0,17,0,03-23
17003,非洲,留尼旺,47,0,0,0,03-23
17004,亚洲,乌兹别克斯坦,43,0,0,0,03-23
17005,亚洲,巴勒斯坦,59,0,17,0,03-23
17006,亚洲,阿富汗,40,0,0,0,03-23
17007,欧洲,列支敦士登,36,0,0,0,03-23
17008,非洲,尼日利亚,36,0,2,1,03-23
17009,北美洲,马提尼克,32,0,0,0,03-23
17010,非洲,刚果（金）,30,0,0,2,03-23
17011,非洲,毛里求斯,28,0,0,2,03-23
17012,非洲,科特迪瓦,25,0,1,0,03-23
17013,北美洲,洪都拉斯,24,0,0,0,03-23
17014,非洲,加纳,24,0,0,1,03-23
17015,欧洲,摩纳哥,23,0,0,0,03-23
17016,南美洲,巴拉圭,22,0,0,1,03-23
17017,亚洲,孟加拉国,27,0,5,2,03-23
17018,北美洲,古巴,21,0,0,1,03-23
17019,北美洲,波多黎各,21,0,0,1,03-23
17020,南美洲,玻利维亚,19,0,0,0,03-23
17021,欧洲,根西岛,17,0,0,0,03-23
17022,非洲,卢旺达,17,0,0,0,03-23
17023,北美洲,危地马拉,17,0,0,1,03-23
17024,亚洲,吉尔吉斯斯坦,16,0,0,0,03-23
17025,非洲,多哥,16,0,1,0,03-23
17026,北美洲,牙买加,16,0,0,1,03-23
17027,非洲,肯尼亚,15,0,0,0,03-23
17028,南美洲,法属圭亚那,15,0,0,0,03-23
17029,大洋洲,法属波利尼西亚,15,0,0,0,03-23
17030,欧洲,泽西岛,15,0,0,0,03-23
17031,大洋洲,关岛,15,0,0,1,03-23
17032,欧洲,黑山,14,0,0,0,03-23
17033,亚洲,马尔代夫,13,0,0,0,03-23
17034,非洲,坦桑尼亚,12,0,0,0,03-23
17035,非洲,马约特,11,0,0,0,03-23
17036,亚洲,蒙古,10,0,0,0,03-23
17037,欧洲,直布罗陀,10,0,0,0,03-23
17038,北美洲,特立尼达和多巴哥,9,0,0,0,03-23
17039,非洲,赤道几内亚,9,0,0,0,03-23
17040,非洲,埃塞俄比亚,11,0,4,0,03-23
17041,非洲,塞舌尔,7,0,0,0,03-23
17042,北美洲,美属维尔京群岛,6,0,0,0,03-23
17043,南美洲,苏里南,5,0,0,0,03-23
17044,北美洲,阿鲁巴,5,0,0,0,03-23
17045,北美洲,巴巴多斯,5,0,0,0,03-23
17046,南美洲,圭亚那,5,0,0,1,03-23
17047,非洲,加蓬,5,0,0,1,03-23
17048,北美洲,圣马丁岛,4,0,0,0,03-23
17049,非洲,斯威士兰,4,0,0,0,03-23
17050,北美洲,巴哈马,4,0,0,0,03-23
17051,非洲,刚果（布）,4,0,0,0,03-23
17052,大洋洲,新喀里多尼亚,4,0,0,0,03-23
17053,非洲,纳米比亚,3,0,0,0,03-23
17054,非洲,中非共和国,3,0,0,0,03-23
17055,北美洲,圣巴泰勒米岛,3,0,0,0,03-23
17056,非洲,利比里亚,3,0,0,0,03-23
17057,非洲,赞比亚共和国,3,0,0,0,03-23
17058,非洲,马达加斯加,3,0,0,0,03-23
17059,非洲,佛得角,3,0,0,0,03-23
17060,北美洲,开曼群岛,3,0,0,1,03-23
17061,北美洲,库拉索岛,3,0,0,1,03-23
17062,亚洲,不丹,2,0,0,0,03-23
17063,非洲,几内亚,2,0,0,0,03-23
17064,非洲,毛里塔尼亚,2,0,0,0,03-23
17065,北美洲,格陵兰,2,0,0,0,03-23
17066,北美洲,圣卢西亚,2,0,0,0,03-23
17067,非洲,贝宁,2,0,0,0,03-23
17068,北美洲,尼加拉瓜,2,0,0,0,03-23
17069,大洋洲,斐济,2,0,0,0,03-23
17070,非洲,尼日尔,2,0,0,0,03-23
17071,欧洲,马恩岛,2,0,0,0,03-23
17072,北美洲,百慕大,2,0,0,0,03-23
17073,非洲,安哥拉,2,0,0,0,03-23
17074,北美洲,海地,2,0,0,0,03-23
17075,亚洲,尼泊尔,2,0,1,0,03-23
17076,非洲,苏丹,2,0,0,1,03-23
17077,非洲,津巴布韦,2,0,0,1,03-23
17078,欧洲,梵蒂冈,1,0,0,0,03-23
17079,北美洲,圣文森特和格林纳丁斯,1,0,0,0,03-23
17080,北美洲,安提瓜和巴布达,1,0,0,0,03-23
17081,非洲,冈比亚,1,0,0,0,03-23
17082,非洲,索马里,1,0,0,0,03-23
17083,北美洲,萨尔瓦多,1,0,0,0,03-23
