,分行名称,纬度,经度,星期一至星期五,星期六,星期日和公眾假期,电话,传真,地址,是否有ATM,是否有柜台
151,"
                    圓方分行
                ","
22.303417
","
114.162831
",星期一至星期五: 9:00 – 17:00,星期六: 9:00 – 13:00,星期日和公眾假期: 休息, +852 3988 2388,,九龍柯士甸道西1號圓方一樓1003-1004號舖  ,有,有
152,"
                    北帝街分行
                ","
22.3202439
","
114.1879308
",星期一至星期五: 9:00 – 17:00,星期六: 9:00 – 13:00,星期日和公眾假期: 休息, +852 3988 2388,,九龍土瓜灣北帝街4-6號  ,有,有
153,"
                    窩打老道分行
                ","
22.3200882
","
114.1767814
",星期一至星期五: 9:00 – 17:00,星期六: 9:00 – 13:00,星期日和公眾假期: 休息, +852 3988 2388,,九龍窩打老道86號萬基大廈A2舖  ,有,有
154,"
                    衙前圍道分行
                ","
22.328759870044628
","
114.18966829776764
",星期一至星期五: 9:00 – 17:00,星期六: 9:00 – 13:00,星期日和公眾假期: 休息, +852 3988 2388,,九龍城衙前圍道25號  ,有,有
155,"
                    九龍城太子道分行
                ","
22.3276356
","
114.1884391
",星期一至星期五: 9:00 – 17:00,星期六: 9:00 – 13:00,星期日和公眾假期: 休息, +852 3988 2388,,九龍城太子道382-384號  ,有,有
156,"
                    馬頭圍道分行
                ","
22.3113195
","
114.1877229
",星期一至星期五: 9:00 – 17:00,星期六: 9:00 – 13:00,星期日和公眾假期: 休息, +852 3988 2388,,九龍紅磡馬頭圍道47-49號  ,有,有
157,"
                    馬頭角道分行
                ","
22.3218812
","
114.1898927
",星期一至星期五: 9:00 – 17:00,星期六: 9:00 – 13:00,星期日和公眾假期: 休息, +852 3988 2388,,九龍土瓜灣馬頭角道39-45號  ,有,有
158,"
                    黃埔花園十一期
                ","
22.305643
","
114.18991
",,,,,,九龍紅磡黃埔花園十一期商場地下G5號舖  ,没有,没有
159,"
                    紅磡義達大廈分行
                ","
22.3082292
","
114.1876664
",星期一至星期五: 9:00 – 17:00,星期六: 9:00 – 13:00,星期日和公眾假期: 休息, +852 3988 2388,,九龍紅磡馬頭圍道21號  ,有,有
160,"
                    香港都會大學分行
                ","
22.316144
","
114.180341
",星期一至星期五: 9:00 – 17:00,星期六: 9:00 – 13:00,星期日和公眾假期: 休息, +852 3988 2388,,九龍何文田牧愛街30號香港都會大學  ,有,有
161,"
                    又一城分行
                ","
22.337135
","
114.174808
",星期一至星期五: 9:00 – 17:00,星期六: 9:00 – 13:00,星期日和公眾假期: 休息, +852 3988 2388,,九龍塘又一城LG256號  ,有,有
162,"
                    紅磡中銀理財中心
                ","
22.31002
","
114.1877097
",星期一至星期五: 9:00 – 17:00,星期六: 9:00 – 13:00,星期日和公眾假期: 休息, +852 3988 2388,,九龍紅磡馬頭圍道37-39號  ,有,有
163,"
                    黃埔花園分行
                ","
22.3050785
","
114.188322
",星期一至星期五: 9:00 – 17:00,星期六: 9:00 – 13:00,星期日和公眾假期: 休息, +852 3988 2388,,九龍紅磡黃埔花園第一期商場G8B號  ,有,有
164,"
                    土瓜灣分行
                ","
22.3178463
","
114.1904224
",星期一至星期五: 9:00 – 17:00,星期六: 9:00 – 13:00,星期日和公眾假期: 休息, +852 3988 2388,,九龍土瓜灣道80號N  ,有,有
165,"
                    港鐵九龍塘站
                ","
22.3370516
","
114.1759259
",,,,,,港鐵九龍塘站  ,没有,没有
166,"
                    香港理工大學
                ","
22.3045487
","
114.179362
",,,,,,九龍紅磡香港理工大學邵逸夫樓平台二樓  ,没有,没有
167,"
                    昇悅商場
                ","
22.3353581
","
114.148304
",,,,,,九龍荔枝角道833號昇悅商場1樓(129號舖旁)  ,没有,没有
168,"
                    城市大學
                ","
22.3355885
","
114.1726998
",,,,,,九龍達之路香港城市大學教學樓3樓  ,没有,没有
169,"
                    港鐵九龍站
                ","
22.3048155
","
114.1619118
",,,,,,港鐵九龍站  ,没有,没有
170,"
                    港鐵佐敦站
                ","
22.3048748
","
114.1716793
",,,,,,港鐵佐敦站  ,没有,没有
171,"
                    東鐵紅磡站
                ","
22.3027602
","
114.1817587
",,,,,,東鐵紅磡站  ,没有,没有
172,"
                    西鐵柯士甸站
                ","
22.3035449
","
114.1666256
",,,,,,港鐵柯士甸站非付款大堂104號舖  ,没有,没有
173,"
                    晴朗商場
                ","
22.3318228
","
114.2030471
",,,,,,九龍城晴朗商場A區1樓ATM位  ,没有,没有
174,"
                    黃埔中銀理財中心
                ","
22.306576
","
114.187436
",星期一至星期五: 9:00 – 17:00,星期六: 9:00 – 13:00,星期日和公眾假期: 休息, +852 3988 2388,,九龍紅磡德民街1-15號黃埔新邨A-E座地下A1-A2及G1號鋪  ,有,有
175,"
                    九龍東軍營
                ","
22.337354
","
114.180354
",,,,,,九龍塘窩打老道200號九龍東軍營  ,没有,没有
176,"
                    香港浸信會醫院
                ","
22.3395053
","
114.1779638
",,,,,,香港九龍窩打老道222號香港浸信會醫院第D及E座地下自動櫃員機位置  ,没有,没有
177,"
                    何文田站
                ","
22.310292
","
114.182686
",,,,,,港鐵何文田站 HOM 203號舖(閘外)  ,没有,没有
178,"
                    啟德站
                ","
22.330758545929466
","
114.19954899728485
",,,,,,港鐵啟徳站閘外KAT 6號舖  ,没有,没有
179,"
                    西九龍總區警察總部
                ","
22.323738944561466
","
114.18330751078798
",,,,,,九龍何文田亞皆老街190號西九龍總區警察總部5樓  ,没有,没有
180,"
                    東九龍總區警察總部
                ","
22.3324147
","
114.1961554
",,,,,,九龍啟德協調道105號東九龍總區警察總部地下  ,没有,没有
181,"
                    南山村
                ","
22.332819502100172
","
114.17075805366039
",,,,,,九龍南山村南樂樓鄰近112號商舖的空地  ,没有,没有
182,"
                    麗瑤村
                ","
22.354119
","
114.131036
",,,,,,九龍麗瑤村街市鄰近1號商舖的空地  ,没有,没有
183,"
                    昂船洲軍營
                ","
22.319262536746088
","
114.13632787764072
",,,,,,昂船洲軍營第七座酒吧  ,没有,没有
184,"
                    長沙灣道194號分行
                ","
22.330662856665082
","
114.16272014379501
",星期一至星期五: 9:00 – 17:00,星期六: 9:00 – 13:00,星期日和公眾假期: 休息, +852 3988 2388,,九龍深水埗長沙灣道194-196號  ,有,有
185,"
                    李鄭屋邨分行
                ","
22.338538
","
114.158465
",星期一至星期五: 9:00 – 17:00,星期六: 9:00 – 13:00,星期日和公眾假期: 休息, +852 3988 2388,,九龍李鄭屋邨商業中心108號  ,有,有
186,"
                    深水埗分行
                ","
22.331698
","
114.1654591
",星期一至星期五: 9:00 – 17:00,星期六: 9:00 – 13:00,星期日和公眾假期: 休息, +852 3988 2388,,九龍深水埗南昌街207-211號  ,有,有
187,"
                    美孚萬事達廣場分行
                ","
22.337734
","
114.140080
",星期一至星期五: 9:00 – 17:00,星期六: 9:00 – 13:00,星期日和公眾假期: 休息, +852 3988 2388,,九龍美孚新邨萬事達廣場地下 N47-49 號舖  ,有,有
188,"
                    西九龍中心分行
                ","
22.331107
","
114.159776
",星期一至星期五: 9:00 – 17:00,星期六: 9:00 – 13:00,星期日和公眾假期: 休息, +852 3988 2388,,九龍深水埗欽州街37號K西九龍中心206A號  ,有,有
189,"
                    汝州街分行
                ","
22.326539
","
114.1658899
",星期一至星期五: 9:00 – 17:00,星期六: 9:00 – 13:00,星期日和公眾假期: 休息, +852 3988 2388,,九龍深水埗汝州街42-46號  ,有,有
190,"
                    美孚中銀理財中心
                ","
22.338021
","
114.138414
",星期一至星期五: 9:00 – 17:00,星期六: 9:00 – 13:00,星期日和公眾假期: 休息, +852 3988 2388,,九龍美孚新邨萬事達廣場地下 17-B 號舖  ,有,有
191,"
                    九龍廣場分行
                ","
22.3386997
","
114.1492228
",星期一至星期五: 9:00 – 17:00,星期六: 9:00 – 13:00,星期日和公眾假期: 休息, +852 3988 2388,,九龍青山道485號九龍廣場1號  ,有,有
192,"
                    長沙灣青山道分行
                ","
22.3388095
","
114.1558362
",星期一至星期五: 9:00 – 17:00,星期六: 9:00 – 13:00,星期日和公眾假期: 休息, +852 3988 2388,,九龍長沙灣青山道365-371號  ,没有,没有
193,"
                    美孚二期分行
                ","
22.3363016
","
114.1398676
",星期一至星期五: 9:00 – 17:00,星期六: 9:00 – 13:00,星期日和公眾假期: 休息, +852 3988 2388,,九龍美孚新邨吉利徑19號  ,有,有
194,"
                    港鐵長沙灣站
                ","
22.3352475
","
114.1563115
",,,,,,港鐵長沙灣站  ,没有,没有
195,"
                    港鐵荔枝角站
                ","
22.3373673
","
114.148211
",,,,,,港鐵荔枝角站  ,没有,没有
196,"
                    港鐵美孚站
                ","
22.3388814
","
114.1365657
",,,,,,港鐵美孚站  ,没有,没有
197,"
                    港鐵深水埗站
                ","
22.3309117
","
114.162256
",,,,,,港鐵深水埗站  ,没有,没有
198,"
                    港鐵石硤尾站
                ","
22.3320886
","
114.1688729
",,,,,,港鐵石硤尾站  ,没有,没有
199,"
                    白田村
                ","
22.3349055
","
114.167416
",,,,,,石硤尾白田村麗田樓地下鄰近區域保養辦事正門之公眾地方的ATM位置  ,没有,没有
200,"
                    西鐵南昌站
                ","
22.3274697
","
114.1524136
",,,,,,西鐵南昌站  ,没有,没有
201,"
                    西鐵美孚站
                ","
22.3388814
","
114.1365657
",,,,,,港鐵西鐵線美孚站MEF 102舖  ,没有,没有
202,"
                    海麗商場
                ","
22.332534
","
114.146910
",,,,,,深水埗深旺道100號海麗商場1樓ATM位置  ,没有,没有
203,"
                    瑪嘉烈醫院
                ","
22.340426
","
114.134603
",,,,,,九龍荔枝角瑪嘉烈醫院道2-10號瑪嘉烈醫院主樓地下  ,没有,没有
204,"
                    明愛醫院
                ","
22.340620
","
114.152410
",,,,,,九龍深水埗永康街 111 號明愛醫院懷明樓3樓  ,没有,没有
205,"
                    昂船洲軍營
                ","
22.319987
","
114.136891
",,,,,,九龍深水埗區昂船洲 志昂路昂船洲軍營  ,没有,没有
206,"
                    南昌薈
                ","
22.327299
","
114.155136
",,,,,,香港九龍深水埗西村路富昌邨南昌薈1樓4號ATM位置  ,没有,没有
207,"
                    蘇屋村
                ","
22.340367
","
114.156909
",,,,,,深水埗蘇屋邨蘇屋商場地下G03號舖  ,没有,没有
208,"
                    警察體育遊樂會
                ","
22.3269954
","
114.166549
",,,,,,九龍深水埗西洋菜北街430-446號警察體育遊樂會地下  ,没有,没有
209,"
                    慈正商場
                ","
22.350947
","
114.200563
",,,,,,黃大仙慈雲山慈正商場(II)期地下 ATM No.2  ,没有,没有
210,"
                    彩雲邨分行
                ","
22.333367
","
114.215024
",星期一至星期五: 9:00 – 17:00,星期六: 9:00 – 13:00,星期日和公眾假期: 休息, +852 3988 2388,,九龍彩雲邨商場A3-18  ,有,有
211,"
                    黃大仙分行
                ","
22.341416
","
114.194194
",星期一至星期五: 9:00 – 17:00,星期六: 9:00 – 13:00,星期日和公眾假期: 休息, +852 3988 2388,,九龍黃大仙黃大仙中心南館地下G13及G13A號舖  ,有,有
212,"
                    彩虹道分行
                ","
22.335549
","
114.19436
",星期一至星期五: 9:00 – 17:00,星期六: 9:00 – 13:00,星期日和公眾假期: 休息, +852 3988 2388,,九龍新蒲崗彩虹道58-68號  ,有,有
213,"
                    毓華街分行
                ","
22.3471564
","
114.2015015
",星期一至星期五: 9:00 – 17:00,星期六: 9:00 – 13:00,星期日和公眾假期: 休息, +852 3988 2388,,九龍慈雲山毓華街46-48號  ,有,有
214,"
                    大有街分行
                ","
22.3358068
","
114.197051
",星期一至星期五: 9:00 – 17:00,星期六: 9:00 – 13:00,星期日和公眾假期: 休息, +852 3988 2388,,九龍新蒲崗大有街35號  ,有,有
215,"
                    樂富分行
                ","
22.338456
","
114.186917
",星期一至星期五: 9:00 – 17:00,星期六: 9:00 – 13:00,星期日和公眾假期: 休息, +852 3988 2388,,九龍聯合道198號樂富廣場地下G204號舖  ,有,有
216,"
                    彩虹分行
                ","
22.3342186
","
114.2088761
",星期一至星期五: 9:00 – 17:00,星期六: 9:00 – 13:00,星期日和公眾假期: 休息, +852 3988 2388,,九龍牛池灣清水灣道19號  ,有,有
217,"
                    鑽石山分行
                ","
22.3399475
","
114.2029331
",星期一至星期五: 9:00 – 17:00,星期六: 9:00 – 13:00,星期日和公眾假期: 休息, +852 3988 2388,, 九龍鑽石山荷里活廣場G107號,有,有
218,"
                    爵祿街中銀理財中心
                ","
22.3354081
","
114.1972792
",星期一至星期五: 9:00 – 17:00,星期六: 9:00 – 13:00,星期日和公眾假期: 休息, +852 3988 2388,,九龍新蒲崗爵祿街86號  ,有,有
219,"
                    港鐵樂富站自助銀行中心
                ","
22.337732
","
114.187794
",,,,,,港鐵樂富站非付款大堂LOF-ABC 1 舖  ,没有,没有
220,"
                    港鐵彩虹站
                ","
22.3350404
","
114.2089034
",,,,,,港鐵彩虹站  ,没有,没有
221,"
                    港鐵樂富站
                ","
22.3380591
","
114.1872801
",,,,,,港鐵樂富站  ,没有,没有
222,"
                    港鐵黃大仙站
                ","
22.3416942
","
114.1938046
",,,,,,港鐵黃大仙站  ,没有,没有
223,"
                    港鐵鑽石山站
                ","
22.339581
","
114.2018665
",,,,,,港鐵鑽石山站  ,没有,没有
224,"
                    彩盈村
                ","
22.327949
","
114.214493
",,,,,,牛頭角彩盈坊彩盈商場鄰近2號商舖的空地ATM位置  ,没有,没有
225,"
                    慈雲山中心
                ","
22.348177
","
114.200586
",,,,,,慈雲山雲華街10號慈樂邨慈雲山中心5樓ATM No.2  ,没有,没有
226,"
                    東華三院黃大仙醫院
                ","
22.347117
","
114.195988
",,,,,,九龍黃大仙沙田坳道124號黃大仙醫院 2E(保安室外)  ,没有,没有
227,"
                    聖母醫院
                ","
22.345490
","
114.196624
",,,,,,九龍黃大仙沙田坳道 118 號聖母醫院(東翼)地下  ,没有,没有
228,"
                    富山村
                ","
22.342978
","
114.208271
",,,,,,黃大仙富山邨富仁樓地庫一行人通道  ,没有,没有
229,"
                    美東村
                ","
22.333069
","
114.187485
",,,,,,黃大仙美東村美仁樓地下  ,没有,没有
230,"
                    東匯村
                ","
22.332554
","
114.194129
",,,,,,黃大仙東匯村匯心樓地下  ,没有,没有
231,"
                    竹園邨銀行服務中心
                ","
22.3451755
","
114.1930406
",星期一至星期五: 9:00 – 17:00,星期六: 9:00 – 13:00,星期日和公眾假期: 休息, +852 3988 2388,,九龍竹園南邨竹園廣場G層S001A 號舖  ,有,有
232,"
                    鑽石山站
                ","
22.340170
","
114.200715
",,,,,,港鐵鑽石山站閘外DIH 105號舖  ,没有,没有
233,"
                    順天村
                ","
22.326656
","
114.225836
",,,,,,九龍觀塘順天村天瑤樓 2 樓空地 1 號 ATM  ,没有,没有
234,"
                    秀茂坪分行
                ","
22.319718
","
114.231833
",星期一至星期五: 9:00 – 17:00,星期六: 9:00 – 13:00,星期日和公眾假期: 休息, +852 3988 2388,,九龍秀茂坪商場214號  ,有,有
235,"
                    觀塘廣場分行
                ","
22.3114142
","
114.2259328
",星期一至星期五: 9:00 – 17:00,星期六: 9:00 – 13:00,星期日和公眾假期: 休息, +852 3988 2388,,九龍觀塘開源道68號觀塘廣場G1  ,有,有
236,"
                    輔仁街26號分行
                ","
22.3153835
","
114.2241094
",星期一至星期五: 9:00 – 17:00,星期六: 9:00 – 13:00,星期日和公眾假期: 休息, +852 3988 2388,,九龍觀塘輔仁街26-32號  ,有,有
237,"
                    牛頭角道169號分行
                ","
22.3234497
","
114.2162683
",星期一至星期五: 9:00 – 17:00,星期六: 9:00 – 13:00,星期日和公眾假期: 休息, +852 3988 2388,,九龍牛頭角道169號  ,有,有
238,"
                    德福廣場分行
                ","
22.323876
","
114.212698
",星期一至星期五: 9:00 – 17:00,星期六: 9:00 – 13:00,星期日和公眾假期: 休息, +852 3988 2388,,九龍灣偉業街 33 號德福廣場 P2-P7 號舖  ,有,有
239,"
                    翠屏邨分行
                ","
22.314777
","
114.229027
",星期一至星期五: 9:00 – 17:00,星期六: 9:00 – 13:00,星期日和公眾假期: 休息, +852 3988 2388,,九龍觀塘翠屏邨商場二樓116號  ,有,有
240,"
                    協和街分行
                ","
22.3172156
","
114.2266442
",星期一至星期五: 9:00 – 17:00,星期六: 9:00 – 13:00,星期日和公眾假期: 休息, +852 3988 2388,,九龍觀塘協和街195-197號  ,有,有
241,"
                    油塘分行
                ","
22.2950082
","
114.2390001
",星期一至星期五: 9:00 – 17:00,星期六: 9:00 – 13:00,星期日和公眾假期: 休息, +852 3988 2388,,九龍油塘中心嘉富商場G1-G27  ,有,有
242,"
                    藍田分行
                ","
22.3085751
","
114.2343209
",星期一至星期五: 9:00 – 17:00,星期六: 9:00 – 13:00,星期日和公眾假期: 休息, +852 3988 2388,,九龍藍田啟田道49號12號舖  ,有,有
243,"
                    九龍灣分行
                ","
22.322733
","
114.2109092
",星期一至星期五: 9:00 – 17:00,星期六: 9:00 – 13:00,星期日和公眾假期: 休息, +852 3988 2388,,九龍灣宏開道16號德福大廈2號  ,有,有
244,"
                    開源道分行
                ","
22.310686
","
114.2248
",星期一至星期五: 9:00 – 17:00,星期六: 9:00 – 13:00,星期日和公眾假期: 休息, +852 3988 2388,,九龍觀塘開源道55號  ,有,有
245,"
                    彩福村
                ","
22.32760615625934
","
114.21675592660904
",,,,,,觀塘彩福村彩喜樓1樓  ,没有,没有
246,"
                    觀塘牛頭角道分行
                ","
22.3149123
","
114.2222592
",星期一至星期五: 9:00 – 17:00,星期六: 9:00 – 13:00,星期日和公眾假期: 休息, +852 3988 2388,,九龍觀塘牛頭角道327號  ,没有,没有
247,"
                    宏冠道分行
                ","
22.322934
","
114.207937
",星期一至星期五: 9:00 – 17:00,星期六: 9:00 – 13:00,星期日和公眾假期: 休息, +852 3988 2388,,九龍九龍灣臨樂街19號南豐商業中心地下G1舖位  ,有,有
248,"
                    平田邨
                ","
22.3063718
","
114.2369506
",,,,,,九龍藍田平田商場2樓203A  ,没有,没有
249,"
                    港鐵九龍灣站
                ","
22.3234646
","
114.2139496
",,,,,,港鐵九龍灣站  ,没有,没有
250,"
                    港鐵藍田站
                ","
22.3065678
","
114.2329823
",,,,,,港鐵藍田站  ,没有,没有
251,"
                    港鐵牛頭角站
                ","
22.315558
","
114.2192512
",,,,,,港鐵牛頭角站  ,没有,没有
252,"
                    港鐵油塘站
                ","
22.297903
","
114.2371179
",,,,,,港鐵油塘站  ,没有,没有
253,"
                    九龍工商中心 (一)
                ","
22.322950
","
114.211094
",星期一至星期五: 9:00 – 17:00,星期六: 9:00 – 13:00,星期日和公眾假期: 休息,,, 九龍灣宏開道16號德福大廈607-610室,没有,没有
254,"
                    大本型
                ","
22.296236
","
114.238602
",,,,,,油塘大本型MTR層M07號鋪  ,没有,没有
255,"
                    秀茂坪(南)村
                ","
22.315313
","
114.234866
",,,,,,九龍秀茂坪(南)村秀善樓地下房村辦事處外面的公共地方ATM位置  ,没有,没有
256,"
                    樂華(北)村
                ","
22.321833
","
114.219908
",,,,,,九龍牛頭角振華路70號樂華 (北村) 商場3樓3號ATM  ,没有,没有
257,"
                    啟業商場
                ","
22.328840
","
114.209794
",,,,,,九龍觀塘道啟業商場啟賢樓地下自動櫃員機 2號  ,没有,没有
258,"
                    基督教聯合醫院
                ","
22.322202
","
114.227656
",,,,,,九龍觀塘協和街 130 號基督教聯合醫院S層地下  ,没有,没有
259,"
                    九巴九龍灣車廠
                ","
22.323692
","
114.206964
",,,,,,九龍灣臨華街1號九巴九龍灣車廠地下  ,没有,没有
260,"
                    安達商場
                ","
22.320997
","
114.234049
",,,,,,九龍觀塘安達臣道安達商場LG 15號舖  ,没有,没有
261,"
                    安泰邨銀行服務中心
                ","
22.326818
","
114.230332
",星期一至星期五: 13:00 – 17:00 (二及四),星期六: 休息,星期日和公眾假期: 休息, +852 3988 2388,,九龍觀塘安泰邨安泰商場UG樓106號舖  ,有,有
262,"
                    鯉魚門村
                ","
22.294661
","
114.240097
",,,,,,鯉魚門村一期升降機塔一樓近2號升降機  ,没有,没有
263,"
                    順利村
                ","
22.331055
","
114.226133
",,,,,,九龍觀塘利安道15號順利邨順利商場四樓 4號ATM  ,没有,没有
264,"
                    藍田村
                ","
22.310890
","
114.235985
",,,,,,藍田村藍碧樓地下  ,没有,没有
265,"
                    廣田村
                ","
22.303032
","
114.239967
",,,,,,九龍藍田碧雲道168號廣田邨廣田商場1樓3號ATM  ,没有,没有
266,"
                    彩霞村
                ","
22.326358
","
114.217451
",,,,,,九龍彩霞道18號彩霞邨停車場大樓平台(近4號室)  ,没有,没有
267,"
                    香港兒童醫院
                ","
22.315819
","
114.208831
",,,,,,九龍九龍灣承昌道一號香港兒童醫院B座地下  ,没有,没有
268,"
                    藍澄灣
                ","
22.343678
","
114.109823
",,,,,,新界青衣藍澄灣商場一樓鄰近18號商舖的空地  ,没有,没有
269,"
                    葵涌道分行
                ","
22.3682492
","
114.1338268
",星期一至星期五: 9:00 – 17:00,星期六: 9:00 – 13:00,星期日和公眾假期: 休息, +852 3988 2388,,新界葵涌道1009號  ,有,有
270,"
                    上葵涌分行
                ","
22.368389
","
114.1395255
",星期一至星期五: 9:00 – 17:00,星期六: 9:00 – 13:00,星期日和公眾假期: 休息, +852 3988 2388,,新界上葵涌石宜路7-11號  ,有,有
271,"
                    下葵涌分行
                ","
22.3592102
","
114.1277388
",星期一至星期五: 9:00 – 17:00,星期六: 9:00 – 13:00,星期日和公眾假期: 休息, +852 3988 2388,,新界葵涌興芳路192-194號  ,有,有
272,"
                    青衣長康商業中心分行
                ","
22.348817
","
114.105992
",星期一至星期五: 9:00 – 17:00,星期六: 9:00 – 13:00,星期日和公眾假期: 休息, +852 3988 2388,,新界青衣青康路12號長康邨第一商場地下102號舖  ,有,有
273,"
                    葵涌廣場分行
                ","
22.3583576
","
114.1280579
",星期一至星期五: 9:00 – 17:00,星期六: 9:00 – 13:00,星期日和公眾假期: 休息, +852 3988 2388,,新界葵涌葵富路7-11號葵涌廣場地下A18-20號  ,有,有
274,"
                    長發邨分行
                ","
22.362473
","
114.103329
",星期一至星期五: 9:00 – 17:00,星期六: 9:00 – 13:00,星期日和公眾假期: 休息, +852 3988 2388,,新界青衣長發邨長發廣場地下114D號舖  ,有,有
275,"
                    新都會廣場分行
                ","
22.357828
","
114.126907
",星期一至星期五: 9:00 – 17:00,星期六: 9:00 – 13:00,星期日和公眾假期: 休息, +852 3988 2388,,新界葵涌興芳路223號新都會廣場260-265號  ,有,有
276,"
                    葵昌路分行
                ","
22.3643975
","
114.1326785
",星期一至星期五: 9:00 – 17:00,星期六: 9:00 – 13:00,星期日和公眾假期: 休息, +852 3988 2388,,新界葵涌葵昌路40號  ,有,有
277,"
                    翠怡花園商場
                ","
22.352397736367983
","
114.1083812713623
",,,,,,新界青衣翠怡花園商場2期地下的公眾地方  ,没有,没有
278,"
                    和黃物流
                ","
22.340628921842708
","
114.12443161010742
",,,,,,葵涌貨櫃碼頭南路18號葵涌四號貨櫃碼頭和黃物流中心M1層  ,没有,没有
279,"
                    祖堯村
                ","
22.345583158173476
","
114.1285702586174
",,,,,,新界葵涌祖堯村一樓A座  ,没有,没有
280,"
                    青衣城分行
                ","
22.358476
","
114.106812
",星期一至星期五: 9:00 – 17:00,星期六: 9:00 – 13:00,星期日和公眾假期: 休息, +852 3988 2388,, 新界青衣島青衣城115號,有,有
281,"
                    港鐵葵興站
                ","
22.363279
","
114.1312033
",,,,,,港鐵葵興站  ,没有,没有
282,"
                    港鐵葵芳站
                ","
22.357013
","
114.1279571
",,,,,,港鐵葵芳站  ,没有,没有
283,"
                    港鐵荔景站
                ","
22.3483934
","
114.1261843
",,,,,,港鐵荔景站  ,没有,没有
284,"
                    港鐵大窩口站
                ","
22.3709389
","
114.1249245
",,,,,,港鐵大窩口站  ,没有,没有
285,"
                    港鐵青衣站
                ","
22.3585318
","
114.1069773
",,,,,,港鐵青衣站  ,没有,没有
286,"
                    葵芳商場
                ","
22.357963
","
114.129794
",,,,,,葵涌葵芳村葵芳商場一樓ATM No.2  ,没有,没有
287,"
                    盈暉薈
                ","
22.341838
","
114.137660
",,,,,,新界葵涌景荔徑8號盈暉薈2樓206號舖  ,没有,没有
288,"
                    葵涌商場
                ","
22.367554
","
114.127747
",,,,,,葵涌村葵涌商場101號商舖對面的公共地方ATM位置  ,没有,没有
289,"
                    石蔭商場
                ","
22.371545
","
114.138590
",,,,,,葵涌梨木道120號石蔭鸷石蔭商場LG1 層面對114號舖的公眾地方 1 號 ATM  ,没有,没有
290,"
                    新界工商中心 (二)
                ","
22.3579134
","
114.12667120000003
",星期一至星期五: 9:00 – 17:00,星期六: 9:00 – 13:00,星期日和公眾假期: 休息,,, 新界葵涌興芳路223號新都會廣場第一座13樓1316-1325室,没有,没有
291,"
                    嘉里物流
                ","
22.3633509
","
114.1209574
",,,,,,香港葵涌永基路 55 號嘉里貨運中心P1層  ,没有,没有
292,"
                    亞洲物流中心-順豐大廈
                ","
22.3344701
","
114.1114093
",,,,,,靑衣航運路 36 號亞洲物流中心-順豐大廈 9 樓  ,没有,没有
293,"
                    葵涌醫院
                ","
22.343399
","
114.133432
",,,,,,新界葵涌葵涌醫院路3-15號葵涌醫院 LM座 1樓  ,没有,没有
294,"
                    長康村
                ","
22.349830
","
114.098684
",,,,,,青衣青康路12號長康村長康商場第二期2樓202號舖  ,没有,没有
295,"
                    葵盛東村
                ","
22.364089
","
114.127071
",,,,,,葵涌葵盛東商場1樓 132號舖側自動櫃員機 3號  ,没有,没有
296,"
                    青衣城中銀理財中心
                ","
22.359341
","
114.108205
",星期一至星期五: 9:00 – 17:00,星期六: 9:00 – 13:00,星期日和公眾假期: 休息, +852 3988 2388,, 新界青衣青衣城3樓309A-B號舖,有,有
297,"
                    大窩口商場
                ","
22.368318
","
114.123764
",,,,,,葵涌大窩口商場二樓 ATM No.1 (近扶手電梯)  ,没有,没有
298,"
                    梨木樹分行
                ","
22.37828
","
114.136252
",星期一至星期五: 9:00 – 17:00,星期六: 9:00 – 13:00,星期日和公眾假期: 休息, +852 3988 2388,,新界荃灣梨木樹商場22號舖  ,有,没有
299,"
                    荃灣分行
                ","
22.3692165
","
114.1176854
",星期一至星期五: 9:00 – 17:00,星期六: 9:00 – 13:00,星期日和公眾假期: 休息, +852 3988 2388,,新界荃灣沙咀道297-299號  ,有,有
300,"
                    德士古道分行
                ","
22.3684658
","
114.1222013
",星期一至星期五: 9:00 – 17:00,星期六: 9:00 – 13:00,星期日和公眾假期: 休息, +852 3988 2388,,新界荃灣德士古道36號東亞花園A112號  ,有,有
301,"
                    深井分行
                ","
22.3677526
","
114.0606357
",星期一至星期五: 9:00 – 17:00,星期六: 9:00 – 13:00,星期日和公眾假期: 休息, +852 3988 2388,,新界深井海韻花園商場G1及G2  ,有,有
302,"
                    祈德尊新邨分行
                ","
22.3702519
","
114.1111231
",星期一至星期五: 9:00 – 17:00,星期六: 9:00 – 13:00,星期日和公眾假期: 休息, +852 3988 2388,,新界荃灣海盛路24號祈德尊新邨商場1-3號  ,有,有
303,"
                    荃新天地分行
                ","
22.37031511271987
","
114.11455437541008
",星期一至星期五: 9:00 – 17:00,星期六: 9:00 – 13:00,星期日和公眾假期: 休息, +852 3988 2388,,新界荃灣楊屋道1號荃新天地地下65及67-69號舖  ,有,有
304,"
                    荃灣青山道分行
                ","
22.372516410313647
","
114.11761812865734
",星期一至星期五: 9:00 – 17:00,星期六: 9:00 – 13:00,星期日和公眾假期: 休息, +852 3988 2388,,新界荃灣青山公路荃灣段 201-207 號新青大廈地下及一樓  ,有,有
305,"
                    荃灣青山道中銀理財中心
                ","
22.371696
","
114.118722
",星期一至星期五: 9:00 – 17:00,星期六: 9:00 – 13:00,星期日和公眾假期: 休息, +852 3988 2388,, 新界荃灣青山公路荃灣段167號昌耀大廈地下1號舖,有,有
