,分行名称,纬度,经度,星期一至星期五,星期六,星期日和公眾假期,电话,传真,地址,是否有ATM,是否有柜台
126,"
          Yau Ma Tei Branch
        ","
22.3109025
","
114.1708514
",星期一至星期五:  9:00 – 17:00,星期六:  9:00 – 13:00,星期日和公眾假期:  Closed,  +852 3988 2388,,"471 Nathan Road, Yau Ma Tei, Kowloon ",有,有
127,"
          Tsim Sha Tsui East Branch
        ","
22.299504
","
114.1768041
",星期一至星期五:  9:00 – 17:00,星期六:  9:00 – 13:00,星期日和公眾假期:  Closed,  +852 3988 2388,,"Shop 3, LG/F, Hilton Towers, 96 Granville Road,Tsim Sha Tsui East, Kowloon ",有,有
128,"
          Mong Kok (President Commercial Centre) Branch
        ","
22.316565
","
114.1700596
",星期一至星期五:  9:00 – 17:00,星期六:  9:00 – 13:00,星期日和公眾假期:  Closed,  +852 3988 2388,,"608 Nathan Road, Mong Kok, Kowloon ",有,有
129,"
          Cameron Road Wealth Management Centre
        ","
22.298987
","
114.174490
",星期一至星期五:  9:00 – 17:00,星期六:  9:00 – 13:00,星期日和公眾假期:  Closed,  +852 3988 2388,,"30 Cameron Road, Tsim Sha Tsui, Kowloon ",有,有
130,"
          Kimberley Road Branch
        ","
22.301000
","
114.173727
",星期一至星期五:  9:00 – 17:00,星期六:  9:00 – 13:00,星期日和公眾假期:  Closed,  +852 3988 2388,,"Apartments A-B on G/F & 1/F, Holly Mansion, 37 Kimberley Road, Tsim Sha Tsui, Kowloon ",有,有
131,"
          MTR Prince Edward Station
        ","
22.3246879
","
114.1682587
",,,,,,MTR Prince Edward Station ,没有,没有
132,"
          MTR Tsim Sha Tsui Station
        ","
22.297415
","
114.171896
",,,,,,MTR Tsim Sha Tsui Station ,没有,没有
133,"
          East Rail Tsim Sha Tsui East Station
        ","
22.2956492
","
114.1748335
",,,,,,Shop No.24 at Unpaid Concourse of MTR Tsim Sha Tsui East Station ,没有,没有
134,"
          Bank of China Centre Self Service Banking Centre
        ","
22.319661
","
114.158159
",,,,,,"UG, Bank of China Centre, Olympian City 1, 11 Hoi Fai Road, KLN ",没有,没有
135,"
          MTR Olympic Station
        ","
22.317861856452488
","
114.16021160781384
",,,,,,MTR Olympic Station ,没有,没有
136,"
          MTR Yau Ma Tei Station
        ","
22.3130319
","
114.1707112
",,,,,,MTR Yau Ma Tei Station ,没有,没有
137,"
          East Rail Mong Kok East Station
        ","
22.3223045
","
114.1725977
",,,,,,Shop No.MKK 9 at Paid Concourse of MTR Mong Kok East Station ,没有,没有
138,"
          Grand Plaza
        ","
22.317559
","
114.169437
",,,,,,"G/F, Grand Plaza, 625 & 639 Nathan Road, Mongkok, Kowloon. ",没有,没有
139,"
          Commercial Business Division III
        ","
22.298676
","
114.167842
",星期一至星期五:  9:00 – 17:00,星期六:  9:00 – 13:00,星期日和公眾假期:  Closed,,,"  Unit 701-706, The Gateway Tower 3 (Prudential Tower), 21 Canton Road, Tsim Sha Tsui, Kowloon",没有,没有
140,"
          Kowloon Commercial Centre II
        ","
22.3157548
","
114.16985649999992
",星期一至星期五:  9:00 – 17:00,星期六:  9:00 – 13:00,星期日和公眾假期:  Closed,,,"  9/F, BOC Mongkok Commercial Centre, 589 Nathan Road, Mongkok, Kowloon",没有,没有
141,"
          Canton Road Wealth Management Centre
        ","
22.298280
","
114.168759
",星期一至星期五:  9:00 – 17:00,星期六:  9:00 – 13:00,星期日和公眾假期:  Closed,  +852 3988 2388,,"60 Canton Road, Tsim Sha Tsui, Kowloon ",有,有
142,"
          MTR Mong Kok Station
        ","
22.319415
","
114.169291
",,,,,,ATM Site MOK ATM 3 at Mong Kok Station ,没有,没有
143,"
          New Kowloon Plaza
        ","
22.319518
","
114.162466
",,,,,,"Shop No.090 at G/F, New Kowloon Plaza, 38 Tai Kok Tsui Road, Kowloon. ",没有,没有
144,"
          Kowloon Hospital
        ","
22.32304
","
114.179407
",,,,,,"UG/F, West Wing, Kowloon Hospital, 147A Argyle Street, Kowloon ",没有,没有
145,"
          Queen Elizabeth Hospital (Block E)
        ","
22.307741
","
114.173856
",,,,,,"G/F, Block E, Queen Elizabeth Hospital, 30 Gascoigne Road, Kowloon ",没有,没有
146,"
          Hospital Authority Building
        ","
22.324293
","
114.183204
",,,,,,"G/F, Hospital Authority Building, 147B Argyle Street, Kowloon ",没有,没有
147,"
          Queen Elizabeth Hospital (Block ACC)
        ","
22.309150
","
114.174370
",,,,,,"G/F, ACC Block , Queen Elizabeth Hospital, 30 Gascoigne Road, Kowloon ",没有,没有
148,"
          China Hong Kong City Wealth Management Centre
        ","
22.300637
","
114.167799
",星期一至星期五:  9:00 – 17:00,星期六:  9:00 – 13:00,星期日和公眾假期:  Closed,  +852 3988 2388,,"Shop 1, UG/F, China Hong Kong City, 33 Canton Road, Tsim Sha Tsui, Kowloon ",有,有
149,"
          Gun Club Hill Barracks
        ","
22.304089
","
114.176908
",,,,,,"127 Austin Road, Tsim Sha Tsui, Kowloon, H.K.   ",没有,没有
150,"
          MTR West Kowloon Station
        ","
22.304457
","
114.164807
",,,,,,"Shop No. B1-14, Concourse Level, Hong Kong West Kowloon Station, 3 Austin Road West, Tsim Sha Tsui, Kowloon, Hong Kong ",没有,没有
151,"
          Elements Branch
        ","
22.303417
","
114.162831
",星期一至星期五:  9:00 – 17:00,星期六:  9:00 – 13:00,星期日和公眾假期:  Closed,  +852 3988 2388,,"Shop 1003-1004, 1/F, Elements, 1 Austin Road West, Kowloon ",有,有
152,"
          Pak Tai Street Branch
        ","
22.3202439
","
114.1879308
",星期一至星期五:  9:00 – 17:00,星期六:  9:00 – 13:00,星期日和公眾假期:  Closed,  +852 3988 2388,,"4-6 Pak Tai Street, To Kwa Wan, Kowloon ",有,有
153,"
          Waterloo Road Branch
        ","
22.3200882
","
114.1767814
",星期一至星期五:  9:00 – 17:00,星期六:  9:00 – 13:00,星期日和公眾假期:  Closed,  +852 3988 2388,,"Shop A2, Man Kee Mansion, 86 Waterloo Road, Kowloon ",有,有
154,"
          Nga Tsin Wai Road Branch
        ","
22.328759870044628
","
114.18966829776764
",星期一至星期五:  9:00 – 17:00,星期六:  9:00 – 13:00,星期日和公眾假期:  Closed,  +852 3988 2388,,"25 Nga Tsin Wai Road,  Kowloon City, Kowloon. ",有,有
155,"
          Prince Edward Road (Kowloon City) Branch
        ","
22.3276356
","
114.1884391
",星期一至星期五:  9:00 – 17:00,星期六:  9:00 – 13:00,星期日和公眾假期:  Closed,  +852 3988 2388,,"382-384 Prince Edward Road, Kowloon City, Kowloon ",有,有
156,"
          Ma Tau Wai Road Branch
        ","
22.3113195
","
114.1877229
",星期一至星期五:  9:00 – 17:00,星期六:  9:00 – 13:00,星期日和公眾假期:  Closed,  +852 3988 2388,,"47-49 Ma Tau Wai Road, Hung Hom, Kowloon ",有,有
157,"
          Ma Tau Kok Road Branch
        ","
22.3218812
","
114.1898927
",星期一至星期五:  9:00 – 17:00,星期六:  9:00 – 13:00,星期日和公眾假期:  Closed,  +852 3988 2388,,"39-45 Ma Tau Kok Road, To Kwa Wan, Kowloon ",有,有
158,"
          Site 11 Whampoa Garden
        ","
22.305643
","
114.18991
",,,,,,"Shop G5 on the Ground Floor of the Commercial Podium of Site 11, Whampoa Garden, Hunghom, Kowloon.	ü ",没有,没有
159,"
          Hung Hom (Eldex Industrial Building) Branch
        ","
22.3082292
","
114.1876664
",星期一至星期五:  9:00 – 17:00,星期六:  9:00 – 13:00,星期日和公眾假期:  Closed,  +852 3988 2388,,"21 Ma Tau Wai Road, Hung Hom, Kowloon ",有,有
160,"
          HKMU Branch
        ","
22.316144
","
114.180341
",星期一至星期五:  9:00 – 17:00,星期六:  9:00 – 13:00,星期日和公眾假期:  Closed,  +852 3988 2388,,"Hong Kong Metropolitan University, 30 Good Shepherd Street, Ho Man Tin, Kowloon ",有,有
161,"
          Festival Walk Branch
        ","
22.337135
","
114.174808
",星期一至星期五:  9:00 – 17:00,星期六:  9:00 – 13:00,星期日和公眾假期:  Closed,  +852 3988 2388,,"Unit LG256, Festival Walk, Kowloon Tong, Kowloon ",有,有
162,"
          Hung Hom Wealth Management Centre
        ","
22.31002
","
114.1877097
",星期一至星期五:  9:00 – 17:00,星期六:  9:00 – 13:00,星期日和公眾假期:  Closed,  +852 3988 2388,,"37-39  Ma Tau Wai Road, Hung Hom, Kowloon ",有,有
163,"
          Whampoa Garden Branch
        ","
22.3050785
","
114.188322
",星期一至星期五:  9:00 – 17:00,星期六:  9:00 – 13:00,星期日和公眾假期:  Closed,  +852 3988 2388,,"Shop G8B, Site 1, Whampoa Garden, Hung Hom, Kowloon ",有,有
164,"
          To Kwa Wan Branch
        ","
22.3178463
","
114.1904224
",星期一至星期五:  9:00 – 17:00,星期六:  9:00 – 13:00,星期日和公眾假期:  Closed,  +852 3988 2388,,"80N To Kwa Wan Road, To Kwa Wan, Kowloon ",有,有
165,"
          MTR Kowloon Tong Station
        ","
22.3370516
","
114.1759259
",,,,,,MTR Kowloon Tong Station ,没有,没有
166,"
          The HK PolyU ATM Centre
        ","
22.3045487
","
114.179362
",,,,,,"Podium Level, 2/F Shaw Amenities Bldg, The HK PolyU, Hung Hom, KLN ",没有,没有
167,"
          Liberte Place ATM Services
        ","
22.3353581
","
114.148304
",,,,,,"1/F, Beside Shop 129, Liberte Place, No.833 Lai Chi Kok Road, KLN ",没有,没有
168,"
          City University of Hong Kong ATM Centre
        ","
22.3355885
","
114.1726998
",,,,,,"3/F, Academic Bldg, City University of Hong Kong, Tat Chee Ave, KLN ",没有,没有
169,"
          MTR Kowloon Station
        ","
22.3048155
","
114.1619118
",,,,,,MTR Kowloon Station ,没有,没有
170,"
          MTR Jordan Station
        ","
22.3048748
","
114.1716793
",,,,,,MTR Jordan Station ,没有,没有
171,"
          East Rail Hung Hom Station
        ","
22.3027602
","
114.1817587
",,,,,,East Rail Hung Hom Station ,没有,没有
172,"
          West Rail Austin Station
        ","
22.3035449
","
114.1666256
",,,,,,Shop No.104 at unpaid concourse of MTR Austin Station ,没有,没有
173,"
          Ching Long Shopping Centre
        ","
22.3318228
","
114.2030471
",,,,,,"ATM Site at 1/F, Zone A, Ching Long Shopping Centre, Kowloon City, Kowloon. ",没有,没有
174,"
          Whampoa Wealth Management Centre
        ","
22.306576
","
114.187436
",星期一至星期五:  9:00 – 17:00,星期六:  9:00 – 13:00,星期日和公眾假期:  Closed,  +852 3988 2388,,"Shops A1-A2 & G1, G/F, Block A-E Whampoa Estate, Nos. 1-15 Tak Man Street , Hung Hom, Kowloon ",有,有
175,"
          Kowloon East Barracks 
        ","
22.337354
","
114.180354
",,,,,,"200 Waterloo Road, Kowloon Tong, Kowloon, H.K. ",没有,没有
176,"
          Hong Kong Baptist Hospital
        ","
22.3395053
","
114.1779638
",,,,,,"ATM Site at G/F, Block D&E, Hong Kong Baptist Hospital, No.222 Waterloo Road, Kowloon, Hong Kong ",没有,没有
177,"
          Ho Man Tin Station
        ","
22.310292
","
114.182686
",,,,,,"Shop No. HOM 203, Unpaid Concourse, Ho Man Tin Station, MTR ",没有,没有
178,"
          Kai Tak Station
        ","
22.330758545929466
","
114.19954899728485
",,,,,,"Shop No. KAT 6, Unpaid Concourse, Kai Tak Station, MTR ",没有,没有
179,"
          Kowloon West Regional Police Headquarters
        ","
22.323738944561466
","
114.18330751078798
",,,,,,"5/F., Annex Bldg., Kowloon West Regional Police Headquarters, 190 Argyle Street, Ho Man Tin, Kowloon. ",没有,没有
180,"
          Kowloon East Regional Police Headquarters
        ","
22.3324147
","
114.1961554
",,,,,,"G/F, Kowloon East Regional Police Headquarters, No.105 Concorde Road, Kai Tak, Kowloon. ",没有,没有
181,"
          Nam Shan Estate
        ","
22.332819502100172
","
114.17075805366039
",,,,,,"Next to Shop 112, Nam Lok House, Nam Shan Estate, KLN ",没有,没有
182,"
          Lai Yiu Estate
        ","
22.354119
","
114.131036
",,,,,,"Next to Shop 1, Market, Lai Yiu Estate ",没有,没有
183,"
          Ngong Shuen Chau Barracks
        ","
22.319262536746088
","
114.13632787764072
",,,,,,"Bar, Block 7, Ngong Shuen Chau Barracks ",没有,没有
184,"
          194 Cheung Sha Wan Road Branch
        ","
22.330662856665082
","
114.16272014379501
",星期一至星期五:  9:00 – 17:00,星期六:  9:00 – 13:00,星期日和公眾假期:  Closed,  +852 3988 2388,,"194-196 Cheung Sha Wan Road, Sham Shui Po, Kowloon ",有,有
185,"
          Lei Cheng Uk Estate Branch
        ","
22.338538
","
114.158465
",星期一至星期五:  9:00 – 17:00,星期六:  9:00 – 13:00,星期日和公眾假期:  Closed,  +852 3988 2388,,"Shop 108, Lei Cheng Uk Commercial Centre, Lei Cheng Uk Estate, Kowloon ",有,有
186,"
          Sham Shui Po Branch
        ","
22.331698
","
114.1654591
",星期一至星期五:  9:00 – 17:00,星期六:  9:00 – 13:00,星期日和公眾假期:  Closed,  +852 3988 2388,,"207-211 Nam Cheong Street, Sham Shui Po, Kowloon ",有,有
187,"
          Mei Foo Mount Sterling Mall Branch
        ","
22.337734
","
114.140080
",星期一至星期五:  9:00 – 17:00,星期六:  9:00 – 13:00,星期日和公眾假期:  Closed,  +852 3988 2388,,"Shop N47-49, G/F, Mount Sterling Mall, Mei Foo Sun Chuen, Kowloon ",有,有
188,"
          Dragon Centre Branch
        ","
22.331107
","
114.159776
",星期一至星期五:  9:00 – 17:00,星期六:  9:00 – 13:00,星期日和公眾假期:  Closed,  +852 3988 2388,,"Shop 206A, Dragon Centre, 37K Yen Chow Street, Sham Shui Po, Kowloon ",有,有
189,"
          Yu Chau Street Branch
        ","
22.326539
","
114.1658899
",星期一至星期五:  9:00 – 17:00,星期六:  9:00 – 13:00,星期日和公眾假期:  Closed,  +852 3988 2388,,"42-46 Yu Chau Street, Sham Shui Po, Kowloon ",有,有
190,"
          Mei Foo Wealth Management Centre
        ","
22.338021
","
114.138414
",星期一至星期五:  9:00 – 17:00,星期六:  9:00 – 13:00,星期日和公眾假期:  Closed,  +852 3988 2388,,"Shop 17-B, G/F, Mount Sterling Mall, Mei Foo Sun Chuen, Kowloon ",有,有
191,"
          Kowloon Plaza Branch
        ","
22.3386997
","
114.1492228
",星期一至星期五:  9:00 – 17:00,星期六:  9:00 – 13:00,星期日和公眾假期:  Closed,  +852 3988 2388,,"Unit 1, Kowloon Plaza, 485 Castle Peak Road, Kowloon ",有,有
192,"
          Castle Peak Road (Cheung Sha Wan) Branch
        ","
22.3388095
","
114.1558362
",星期一至星期五:  9:00 – 17:00,星期六:  9:00 – 13:00,星期日和公眾假期:  Closed,  +852 3988 2388,,"365-371 Castle Peak Road, Cheung Sha Wan, Kowloon ",没有,没有
193,"
          Stage 2 Mei Foo Sun Chuen Branch
        ","
22.3363016
","
114.1398676
",星期一至星期五:  9:00 – 17:00,星期六:  9:00 – 13:00,星期日和公眾假期:  Closed,  +852 3988 2388,,"19 Glee Path, Mei Foo Sun Chuen, Kowloon ",有,有
194,"
          MTR Cheung Sha Wan Station
        ","
22.3352475
","
114.1563115
",,,,,,MTR Cheung Sha Wan Station ,没有,没有
195,"
          MTR Lai Chi Kok Station
        ","
22.3373673
","
114.148211
",,,,,,MTR Lai Chi Kok Station ,没有,没有
196,"
          MTR Mei Foo Station
        ","
22.3388814
","
114.1365657
",,,,,,MTR Mei Foo Station ,没有,没有
197,"
          MTR Sham Shui Po Station
        ","
22.3309117
","
114.162256
",,,,,,MTR Sham Shui Po Station ,没有,没有
198,"
          MTR Shek Kip Mei Station
        ","
22.3320886
","
114.1688729
",,,,,,MTR Shek Kip Mei Station ,没有,没有
199,"
          Pak Tin Estate ATM Services
        ","
22.3349055
","
114.167416
",,,,,,"Next to Main Entrance of DMO Office at G/F, Lai Tin House, Pak Tin Est ",没有,没有
200,"
          West Rail Nam Cheong Station
        ","
22.3274697
","
114.1524136
",,,,,,West Rail Nam Cheong Station ,没有,没有
201,"
          West Rail Mei Foo Station
        ","
22.3388814
","
114.1365657
",,,,,,Shop No.MEF 102 at Mei Foo Station (West Rail Line) ,没有,没有
202,"
          Hoi Lai Shopping Centre
        ","
22.332534
","
114.146910
",,,,,,"ATM at the 1/F, Hoi Lai Shopping Centre, 100 Sham Mong Road,Sham Shui Po, Hong Kong ",没有,没有
203,"
          Princess Margaret Hospital
        ","
22.340426
","
114.134603
",,,,,,"G/F, Main Block, Princess Margaret Hospital, 2-10 Princess Margaret Hospital Road, Lai Chi Kok, Kowloon ",没有,没有
204,"
          Caritas Medical Centre
        ","
22.340620
","
114.152410
",,,,,,"3/F, Wai Ming Block, Caritas Medical Centre, 111 Wing Hong Street, Sham Shui Po, Kowloon ",没有,没有
205,"
          Ngong Shuen Chau Barracks
        ","
22.319987
","
114.136891
",,,,,,"Shaun Sham Shui Po District Ngong Shuen, Chau On Road, Kowloon, H.K. ",没有,没有
206,"
          Nam Cheong Place
        ","
22.327299
","
114.155136
",,,,,,"ATM No.4, First Floor, Multi-Storey Commercial Accommodation (Also Known As Nam Cheong Place), Fu Cheong Estate, Sai Chuen Road, Sham Shui Po, Kowloon, Hong Kong. ",没有,没有
207,"
          So Uk Estate
        ","
22.340367
","
114.156909
",,,,,,"Shop No. G03, G/F, So Uk Shopping Centre, So Uk Estate, Sham Shui Po, Kowloon, Hong Kong ",没有,没有
208,"
          Police Sports and Recreation Club
        ","
22.3269954
","
114.166549
",,,,,,"G/F, Police Sports and Recreation Club, No.430-446 Sai Yeung Choi North Street, Sham Shui Po, Kowloon. ",没有,没有
209,"
          Tsz Ching Shopping Centre ATM Services
        ","
22.350947
","
114.200563
",,,,,,"ATM No.2, G/F, Tsz Ching Shopping Centre II, Tsz Ching Estate, Wong Tai Sin ",没有,没有
210,"
          Choi Wan Estate Branch
        ","
22.333367
","
114.215024
",星期一至星期五:  9:00 – 17:00,星期六:  9:00 – 13:00,星期日和公眾假期:  Closed,  +852 3988 2388,,"A3-18 Commercial Complex, Choi Wan Estate, Kowloon ",有,有
211,"
          Wong Tai Sin Branch
        ","
22.341416
","
114.194194
",星期一至星期五:  9:00 – 17:00,星期六:  9:00 – 13:00,星期日和公眾假期:  Closed,  +852 3988 2388,,"Shop G13 & G13A, G/F, Temple Mall South, Wong Tai Sin, Kowloon ",有,有
212,"
          Choi Hung Road Branch
        ","
22.335549
","
114.19436
",星期一至星期五:  9:00 – 17:00,星期六:  9:00 – 13:00,星期日和公眾假期:  Closed,  +852 3988 2388,,"58-68 Choi Hung Road, San Po Kong, Kowloon ",有,有
213,"
          Yuk Wah Street Branch
        ","
22.3471564
","
114.2015015
",星期一至星期五:  9:00 – 17:00,星期六:  9:00 – 13:00,星期日和公眾假期:  Closed,  +852 3988 2388,,"46-48 Yuk Wah Street, Tsz Wan Shan, Kowloon ",有,有
214,"
          Tai Yau Street Branch
        ","
22.3358068
","
114.197051
",星期一至星期五:  9:00 – 17:00,星期六:  9:00 – 13:00,星期日和公眾假期:  Closed,  +852 3988 2388,,"35 Tai Yau Street, San Po Kong, Kowloon ",有,有
215,"
          Lok Fu Branch
        ","
22.338456
","
114.186917
",星期一至星期五:  9:00 – 17:00,星期六:  9:00 – 13:00,星期日和公眾假期:  Closed,  +852 3988 2388,,"Shop G204, G/F, Lok Fu Place, 198 Junction Road, Kowloon ",有,有
216,"
          Choi Hung Branch
        ","
22.3342186
","
114.2088761
",星期一至星期五:  9:00 – 17:00,星期六:  9:00 – 13:00,星期日和公眾假期:  Closed,  +852 3988 2388,,"19 Clear Water Bay Road, Ngau Chi Wan, Kowloon ",有,有
217,"
          Diamond Hill Branch
        ","
22.3399475
","
114.2029331
",星期一至星期五:  9:00 – 17:00,星期六:  9:00 – 13:00,星期日和公眾假期:  Closed,  +852 3988 2388,,"  G107 Plaza Hollywood, Diamond Hill, Kowloon",有,有
218,"
          Tseuk Luk Street Wealth Management Centre
        ","
22.3354081
","
114.1972792
",星期一至星期五:  9:00 – 17:00,星期六:  9:00 – 13:00,星期日和公眾假期:  Closed,  +852 3988 2388,,"86 Tseuk Luk Street, San Po Kong, Kowloon ",有,有
219,"
          MTR Lok Fu Station Self-Service Banking Centre
        ","
22.337732
","
114.187794
",,,,,,Unpaid Concourse of MTR Lok Fu Station (LOF-ABC 1) ,没有,没有
220,"
          MTR Choi Hung Station
        ","
22.3350404
","
114.2089034
",,,,,,MTR Choi Hung Station ,没有,没有
221,"
          MTR Lok Fu Station
        ","
22.3380591
","
114.1872801
",,,,,,MTR Lok Fu Station ,没有,没有
222,"
          MTR Wong Tai Sin Station
        ","
22.3416942
","
114.1938046
",,,,,,MTR Wong Tai Sin Station ,没有,没有
223,"
          MTR Diamond Hill Station
        ","
22.339581
","
114.2018665
",,,,,,MTR Diamond Hill Station ,没有,没有
224,"
          Choi Ying Shopping Centre ATM Services
        ","
22.327949
","
114.214493
",,,,,,"ATM at Open Space Adjoining Shop 2, Choi Ying Place, Choi Ying Shopping Centre, Ngau Tau Kok ",没有,没有
225,"
          Tsz Wan Shan Shopping Centre
        ","
22.348177
","
114.200586
",,,,,,"ATM No.2, 5/F, Tsz Wan Shan Shopping Centre, Tsz Lok Estate, 10 Wan Wah Street, Tsz Wan Shan, Kowloon ",没有,没有
226,"
          TWGHs Wong Tai Sin Hospital
        ","
22.347117
","
114.195988
",,,,,,"2E (outside Security Office), Wong Tai Sin Hospital, 124 Shatin Pass Road, Wong Tai Sin, Kowloon ",没有,没有
227,"
          Our Lady of Maryknoll Hospital
        ","
22.345490
","
114.196624
",,,,,,"G/F, East Wing, Our Lady of Maryknoll Hospital, 118 Shatin Pass Road, Wong Tai Sin, Kowloon ",没有,没有
228,"
          Fu Shan Estate
        ","
22.342978
","
114.208271
",,,,,,"Site at the passage of LG1, Fu Yan House, Fu Shan Estate, Wong Tai Sin. ",没有,没有
229,"
          Mei Tung Estate
        ","
22.333069
","
114.187485
",,,,,,"Site at Open Space, G/F, Mei Yan House, Mei Tung Estate,Wong Tai Sin, Kowloon. ",没有,没有
230,"
          Tung Wui Estate
        ","
22.332554
","
114.194129
",,,,,,"Site at Open Space, G/F, Wui Sum House, Tung Wui Estate, Wong Tai Sin, Kowloon ",没有,没有
231,"
          Chuk Yuen Estate Banking Services Centre
        ","
22.3451755
","
114.1930406
",星期一至星期五:  9:00 – 17:00,星期六:  9:00 – 13:00,星期日和公眾假期:  Closed,  +852 3988 2388,,"Shop S001A, G/F, Chuk Yuen Plaza, Chuk Yuen South Estate,Kowloon ",有,有
232,"
          Diamond Hill Station
        ","
22.340170
","
114.200715
",,,,,,"Shop No. DIH 105, Unpaid Concourse, Diamond Hill Station, MTR ",没有,没有
233,"
          Shun Tin Estate
        ","
22.326656
","
114.225836
",,,,,,"ATM Space No. 1 at Open Space on Second Floor of Tin Yiu House, Shun Tin Estate, Kwun Tong, Kowloon ",没有,没有
234,"
          Sau Mau Ping Branch
        ","
22.319718
","
114.231833
",星期一至星期五:  9:00 – 17:00,星期六:  9:00 – 13:00,星期日和公眾假期:  Closed,  +852 3988 2388,,"Shop 214, Sau Mau Ping Shopping Centre, Sau Mau Ping, Kowloon ",有,有
235,"
          Kwun Tong Plaza Branch
        ","
22.3114142
","
114.2259328
",星期一至星期五:  9:00 – 17:00,星期六:  9:00 – 13:00,星期日和公眾假期:  Closed,  +852 3988 2388,,"G1 Kwun Tong Plaza, 68 Hoi Yuen Road, Kwun Tong, Kowloon ",有,有
236,"
          26 Fu Yan Street Branch
        ","
22.3153835
","
114.2241094
",星期一至星期五:  9:00 – 17:00,星期六:  9:00 – 13:00,星期日和公眾假期:  Closed,  +852 3988 2388,,"26-32 Fu Yan Street, Kwun Tong, Kowloon ",有,有
237,"
          169 Ngau Tau Kok Road Branch
        ","
22.3234497
","
114.2162683
",星期一至星期五:  9:00 – 17:00,星期六:  9:00 – 13:00,星期日和公眾假期:  Closed,  +852 3988 2388,,"169 Ngau Tau Kok Road, Ngau Tau Kok, Kowloon ",有,有
238,"
          Telford Plaza Branch
        ","
22.323876
","
114.212698
",星期一至星期五:  9:00 – 17:00,星期六:  9:00 – 13:00,星期日和公眾假期:  Closed,  +852 3988 2388,,"Shop Unit P2-P7, Telford Plaza, No.33 Wai Yip Street, Kowloon Bay, Kowloon ",有,有
239,"
          Tsui Ping Estate Branch
        ","
22.314777
","
114.229027
",星期一至星期五:  9:00 – 17:00,星期六:  9:00 – 13:00,星期日和公眾假期:  Closed,  +852 3988 2388,,"Shop 116, 1/F Shopping Circuit, Tsui Ping Estate, Kwun Tong, Kowloon ",有,有
240,"
          Hip Wo Street Branch
        ","
22.3172156
","
114.2266442
",星期一至星期五:  9:00 – 17:00,星期六:  9:00 – 13:00,星期日和公眾假期:  Closed,  +852 3988 2388,,"195-197 Hip Wo Street, Kwun Tong, Kowloon ",有,有
241,"
          Yau Tong Branch
        ","
22.2950082
","
114.2390001
",星期一至星期五:  9:00 – 17:00,星期六:  9:00 – 13:00,星期日和公眾假期:  Closed,  +852 3988 2388,,"Shop G1-G27, Ka Fu Arcade, Yau Tong Centre, Kowloon ",有,有
242,"
          Lam Tin Branch
        ","
22.3085751
","
114.2343209
",星期一至星期五:  9:00 – 17:00,星期六:  9:00 – 13:00,星期日和公眾假期:  Closed,  +852 3988 2388,,"Shop 12, 49 Kai Tin Road, Lam Tin, Kowloon ",有,有
243,"
          Kowloon Bay Branch
        ","
22.322733
","
114.2109092
",星期一至星期五:  9:00 – 17:00,星期六:  9:00 – 13:00,星期日和公眾假期:  Closed,  +852 3988 2388,,"Shop 2, Telford House, 16 Wang Hoi Road, Kowloon Bay, Kowloon ",有,有
244,"
          Hoi Yuen Road Branch
        ","
22.310686
","
114.2248
",星期一至星期五:  9:00 – 17:00,星期六:  9:00 – 13:00,星期日和公眾假期:  Closed,  +852 3988 2388,,"55 Hoi Yuen Road, Kwun Tong, Kowloon ",有,有
245,"
          Choi Fook Estate
        ","
22.32760615625934
","
114.21675592660904
",,,,,,"1/F, Choi Hay House, Choi Fook Estate, Kwun Tong ",没有,没有
246,"
          Ngau Tau Kok Road (Kwun Tong) Branch
        ","
22.3149123
","
114.2222592
",星期一至星期五:  9:00 – 17:00,星期六:  9:00 – 13:00,星期日和公眾假期:  Closed,  +852 3988 2388,,"327 Ngau Tau Kok Road, Kwun Tong, Kowloon ",没有,没有
247,"
          Wang Kwun Road Branch
        ","
22.322934
","
114.207937
",星期一至星期五:  9:00 – 17:00,星期六:  9:00 – 13:00,星期日和公眾假期:  Closed,  +852 3988 2388,,"Unit G1, G/F, Nan Fung Commercial Centre, 19 Lam Lok Street, Kowloon Bay, Kowloon ",有,有
248,"
          Ping Tin Shopping Centre ATM Services Centre
        ","
22.3063718
","
114.2369506
",,,,,,"No.203A, 2/F, Ping Tin Shopping Centre, Lam Tin, Kowloon ",没有,没有
249,"
          MTR Kowloon Bay Station
        ","
22.3234646
","
114.2139496
",,,,,,MTR Kowloon Bay Station ,没有,没有
250,"
          MTR Lam Tin Station
        ","
22.3065678
","
114.2329823
",,,,,,MTR Lam Tin Station ,没有,没有
251,"
          MTR Ngau Tau Kok Station
        ","
22.315558
","
114.2192512
",,,,,,MTR Ngau Tau Kok Station ,没有,没有
252,"
          MTR Yau Tong Station
        ","
22.297903
","
114.2371179
",,,,,,MTR Yau Tong Station ,没有,没有
253,"
          Kowloon Commercial Centre I
        ","
22.322950
","
114.211094
",星期一至星期五:  9:00 – 17:00,星期六:  9:00 – 13:00,星期日和公眾假期:  Closed,,,"  Units 7-10, 6/F, Telford House, 16 Wang Hoi Road, Kowloon Bay, Kowloon",没有,没有
254,"
          Domain
        ","
22.296236
","
114.238602
",,,,,,"Shop No.M07 on MTR Floor, Domain, Yau Tong, Kowloon ",没有,没有
